,Name,Road Name,Street Number,Neighborhood ID,Neighborhood Name,District ID,District Name,ZipCode,Service Type,geo_epgs_25831_x,geo_epgs_25831_y,Latitude,Longitude,Simple Service Type
1095,Escola Bressol Municipal La Verneda de Sant Martí,C Josep Miret,22.0,73,la Verneda i la Pau,10,Sant Martí,8020,Kindergarten,433137.47908721154,4586023.367984927,41.42298792708964,2.19984457043872,Kindergarten
1096,Llar d'Infants La Ciutat del Nadó,Passeig del Taulat,223.0,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,Kindergarten,433964.870484638,4583828.917542511,41.40329153229622,2.209984715763904,Kindergarten
1097,Llar d'Infants Petit Món,C Cartellà,50.0,44,Vilapicina i la Torre Llobeta,8,Nou Barris,8031,Kindergarten,430767.2389762752,4586622.5066693975,41.42818338936008,2.171413689025958,Kindergarten
1098,Escola Bressol Municipal El Cotxet,C Platí,8.0,13,la Marina de Port,3,Sants-Montjuïc,8038,Kindergarten,427577.2805878082,4578970.805650046,41.358986382082094,2.134155000409722,Kindergarten
1099,Llar d'Infants Petit Món de les Corts,C Numància,101.0,19,les Corts,4,Les Corts,8029,Kindergarten,427761.4411559154,4581951.273591775,41.3858468933957,2.136001343178898,Kindergarten
1100,Llar d'Infants Pas a Pas,Rda Guinardó,65.0,33,el Baix Guinardó,7,Horta-Guinardó,8024,Kindergarten,430554.1473866763,4584964.889782396,41.41323545383285,2.169053980071395,Kindergarten
1101,Llar d'Infants Drac Xic,Ptge Alió,38.0,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8037,Kindergarten,430225.3627996892,4583904.154057951,41.40365331154246,2.165242650291148,Kindergarten
1102,Llar d'Infants Sol Solet,G.V. Corts Catalanes,741.0,5,el Fort Pienc,2,Eixample,8013,Kindergarten,431491.2496111672,4583365.39857145,41.39890978007488,2.1804467099548983,Kindergarten
1103,Llar d'Infants El Tricicle,C Jocs Florals,128.0,18,Sants,3,Sants-Montjuïc,8014,Kindergarten,427738.5717167693,4580375.190970541,41.37164966527708,2.135915763300796,Kindergarten
1104,Llar d'Infants Befana,C Lafont,20.0,11,el Poble-sec,3,Sants-Montjuïc,8004,Kindergarten,430492.8339054474,4580495.0103783645,41.37297141642411,2.168833419986629,Kindergarten
1105,Llar d'Infants Cuc,C Sagunt,113.0,18,Sants,3,Sants-Montjuïc,8014,Kindergarten,427763.3104318391,4580581.639960321,41.37351129537612,2.136186951564771,Kindergarten
1106,Escola Bressol Municipal Carabassa,C Carabassa,8.0,2,el Barri Gòtic,1,Ciutat Vella,8002,Kindergarten,431312.7597712262,4581279.909884067,41.38011118196904,2.178548174304068,Kindergarten
1107,Escola Bressol Municipal Sant Genís,C Natzaret,83.0,39,Sant Genís dels Agudells,7,Horta-Guinardó,8035,Kindergarten,427789.2009263404,4586424.620975256,41.4261389280818,2.1357996053916324,Kindergarten
1108,Llar d'Infants Xiulet,C Entença,100.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,Kindergarten,428923.8779891487,4581321.622983117,41.38027939979293,2.1499768760208324,Kindergarten
1109,Llar d'Infants Gaudí - Guinardó,C Castillejos,365.0,33,el Baix Guinardó,7,Horta-Guinardó,8025,Kindergarten,430805.81999078457,4584729.760126431,41.4111394309785,2.172091926174854,Kindergarten
1110,Escola Bressol Municipal La Fassina,C Nàpols,244.0,6,la Sagrada Família,2,Eixample,8013,Kindergarten,430768.93256449245,4583682.383332568,41.40170288981401,2.171770422230372,Kindergarten
1111,Llar d'Infants Chiqui La Vila,C Salvador Espriu,71.0,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,Kindergarten,433034.14180285536,4582442.935879714,41.39073137766157,2.199004206652043,Kindergarten
1112,Llar d'Infants Solcar,C Agudells,2.0,36,la Font d'en Fargues,7,Horta-Guinardó,8032,Kindergarten,429785.8935785691,4586256.167037146,41.42479873388765,2.1597125728224635,Kindergarten
1113,Llar d'Infants Tagore,C Muntaner,476.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,Kindergarten,427984.87058638106,4583809.287513484,41.40260131459858,2.138452398704789,Kindergarten
1114,Llar d'Infants El Petit Rossinyol,C Viladomat,86.0,10,Sant Antoni,2,Eixample,8015,Kindergarten,429625.8191944991,4581177.706534666,41.37904489283728,2.158387464389577,Kindergarten
1115,Llar d'Infants Nenucs,C Pons i Gallarza,21.0,60,Sant Andreu,9,Sant Andreu,8030,Kindergarten,432201.4978944146,4587414.528242903,41.43543919367697,2.18848856956471,Kindergarten
1116,Llar d'infants Les Manetes,Carrer de l'Abat Odó,38.0,60,Sant Andreu,9,Sant Andreu,8030,Kindergarten,428305.8071720348,4580507.10380349,41.37288848520807,2.142682293430048,Kindergarten
1117,Llar d'Infants Mainada,C Comte de Salvatierra,8.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,Kindergarten,429321.2407511417,4583104.802666873,41.39637487354742,2.154520519079489,Kindergarten
1118,Llar d'Infants Copérnico,Ptge Antoni Gassol,9.0,72,Sant Martí de Provençals,10,Sant Martí,8018,Kindergarten,432792.23166119,4584911.26675726,41.41294276456834,2.195836891968176,Kindergarten
1119,Parvulari Waldorf Steiner,C Ciències,65.0,36,la Font d'en Fargues,7,Horta-Guinardó,8032,Kindergarten,429701.5693999872,4586242.779150106,41.424670780100165,2.1587050839403203,Kindergarten
1120,Escola Bressol Municipal Londres,C Londres,56.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,Kindergarten,428791.2030306314,4582495.618498765,41.39084142006143,2.1482523554214894,Kindergarten
1121,Escola Bressol Municipal El Torrent,C Alcántara,22.0,50,les Roquetes,8,Nou Barris,8042,Kindergarten,430905.49221787066,4588651.979927701,41.446473972394216,2.17283609962676,Kindergarten
1122,Llar d'Infants Begonia,C Entença,188.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8029,Kindergarten,428462.66837311833,4581792.927286119,41.38448339076546,2.144406063098778,Kindergarten
1123,Escola Bressol Municipal Galatea,Av Vallcarca,229.0,28,Vallcarca i els Penitents,6,Gràcia,8023,Kindergarten,428192.0641798756,4585654.1945696585,41.41923614868774,2.1407119322554107,Kindergarten
1124,Llar d'Infants Petit Montessori,Pl Centre,7.0,19,les Corts,4,Les Corts,8014,Kindergarten,427735.7294913841,4581553.060472413,41.38225803406976,2.135741349812303,Kindergarten
1125,Escola Bressol Municipal Xarlot,C Pantà de Tremp,66.0,37,el Carmel,7,Horta-Guinardó,8032,Kindergarten,429222.351003506,4586474.7777893245,41.426718218261776,2.152943490346133,Kindergarten
1126,Escola Bressol Municipal Niu d'Infants,C Pedrera del Mussol,10.0,13,la Marina de Port,3,Sants-Montjuïc,8038,Kindergarten,428702.2326022775,4579160.256038913,41.36079309617535,2.147580584568932,Kindergarten
1127,Escola Bressol Municipal Bellmunt,C Font Florida,93.0,14,la Font de la Guatlla,3,Sants-Montjuïc,8004,Kindergarten,428302.5673442816,4579846.853249267,41.3669415521691,2.1427216285174966,Kindergarten
1128,Escola Bressol Municipal L'Argimon,C Artesania,37.0,48,la Guineueta,8,Nou Barris,8042,Kindergarten,430897.3974123851,4588086.646431962,41.44138154205598,2.1728038734254254,Kindergarten
1129,Llar d'Infants Donald *Acàcies,C Acàcies,9.0,62,el Congrés i els Indians,9,Sant Andreu,8027,Kindergarten,431326.3716394698,4586177.796117105,41.42422603784347,2.1781553062421226,Kindergarten
1130,Escola d'Educació Infantil Magnòlia,C Emili Roca,52.0,45,Porta,8,Nou Barris,8016,Kindergarten,431339.1453656709,4586912.350961679,41.43084300055255,2.178224736684195,Kindergarten
1131,Llar d'Infants Ratolinet,C Alcolea,15.0,18,Sants,3,Sants-Montjuïc,8014,Kindergarten,427818.6088386238,4580840.042449599,41.37584359171473,2.136817374065629,Kindergarten
1132,Escola Bressol Municipal Forestier,C Segons Jocs Mediterranis,2.0,11,el Poble-sec,3,Sants-Montjuïc,8004,Kindergarten,429347.9930821816,4580290.489137759,41.37102967249859,2.1551686653751907,Kindergarten
1133,Escola Auditori,C Almogàvers,131.0,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,Kindergarten,432374.25005373626,4583253.712838604,41.39797860675932,2.1910212840579395,Kindergarten
1134,Escola Bressol Municipal Els Tres Tombs,C Manso,28.0,10,Sant Antoni,2,Eixample,8015,Kindergarten,429825.5523170158,4580868.271596639,41.37627535587829,2.1608116751267987,Kindergarten
1135,Escola Bressol Municipal El Xalet de la Paperera,Pl Julio González,14.0,68,el Poblenou,10,Sant Martí,8005,Kindergarten,433707.983030341,4583575.424964643,41.400987248508166,2.2069394692531623,Kindergarten
1136,Llar d'Infants Petit Sant Marc,Bruc,87.0,7,la Dreta de l'Eixample,2,Eixample,8009,Kindergarten,430462.5416890865,4582967.176246064,41.39523481993247,2.168187498823325,Kindergarten
1137,Llar d'Infants Sarrià,C Ifni,8.0,23,Sarrià,5,Sarrià-Sant Gervasi,8034,Kindergarten,426755.5067710332,4582701.433055903,41.39251229935735,2.1238806470281344,Kindergarten
1138,Llar d'Infants El Camí Feliç Turó Parc,C Bori i Fontestà,23.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,Kindergarten,428059.3110882323,4582756.496798621,41.39312591786583,2.1394679536613794,Kindergarten
1139,Escola Bressol Municipal El Vent,C Miguel Hernández,20.0,49,Canyelles,8,Nou Barris,8042,Kindergarten,430326.867910607,4588267.555552975,41.44296160942353,2.1659541496737007,Kindergarten
1140,Llar d'Infants Xumets,C Energia,10.0,13,la Marina de Port,3,Sants-Montjuïc,8038,Kindergarten,427821.7202348425,4578852.760855344,41.35794514213442,2.137091107844123,Kindergarten
1141,Llar d'Infants Daina,C Santa Amàlia,42.0,43,Horta,7,Horta-Guinardó,8031,Kindergarten,430095.2084585174,4586820.715599849,41.42991037535637,2.163348643287096,Kindergarten
1142,Llar d'Infants Didacta,C Congrés,114.0,43,Horta,7,Horta-Guinardó,8031,Kindergarten,429804.9480938149,4587694.215029674,41.43775231037272,2.159773585891452,Kindergarten
1143,Escola  Bressol Municipal Aurora,C Aurora,24.0,1,el Raval,1,Ciutat Vella,8001,Kindergarten,430355.4081245127,4581062.193813273,41.37806798486746,2.167125083018763,Kindergarten
1144,Escola Bressol Municipal Leonor Serrano,C Cartagena,159.0,6,la Sagrada Família,2,Eixample,8013,Kindergarten,431797.06253220665,4583895.68046119,41.40371186434347,2.1840449748311754,Kindergarten
1145,Llar d'Infants Flors de Maig,Rbla Volart,79.0,35,el Guinardó,7,Horta-Guinardó,8041,Kindergarten,431097.37402301055,4585394.281707435,41.41714959452702,2.175504337883166,Kindergarten
1146,Escola Bressol Municipal Pere Calafell,Carrer d'Andrade,184.0,72,Sant Martí de Provençals,10,Sant Martí,8020,Kindergarten,433426.524,4585412.663,41.41751148977424,2.2033705236965924,Kindergarten
1147,Escola Bressol Municipal Nic,Pg Exposició,1.0,11,el Poble-sec,3,Sants-Montjuïc,8004,Kindergarten,430073.3350540745,4580163.481528645,41.36994909804188,2.16385580149271,Kindergarten
1148,Llar d'Infants La Pau 3 Marina,Carrer de la Mare de Déu de Port,353.0,13,la Marina de Port,3,Sants-Montjuïc,8038,Kindergarten,428020.3111828624,4579411.993435802,41.36299973365445,2.13939869737465,Kindergarten
1149,Escola Bressol Municipal Can Novell,C Evarist Arnús,6.0,19,les Corts,4,Les Corts,8028,Kindergarten,427443.45333174994,4581558.260359061,41.382278562290416,2.132245577258037,Kindergarten
1150,Escola Bressol Municipal El Gat Negre,Camí Can Móra,13.0,37,el Carmel,7,Horta-Guinardó,8023,Kindergarten,429130.3471143794,4585440.28485263,41.41739285513357,2.1519637491364514,Kindergarten
1151,Escola Bressol Municipal La Puput,Carrer d'Elisa Moragas i Badia,35.0,22,"Vallvidrera, el Tibidabo i les Planes",5,Sarrià-Sant Gervasi,8017,Kindergarten,424902.884,4585363.511,41.41631743892248,2.1013926648297576,Kindergarten
1152,Llar d'infants El Cau d'Hostafrancs,C Vilardell,22.0,15,Hostafrancs,3,Sants-Montjuïc,8014,Kindergarten,428324.36195284873,4580688.91103255,41.37452761063114,2.1428826515457517,Kindergarten
1153,Escola Anglesola,C Numància,153.0,19,les Corts,4,Les Corts,8029,Kindergarten,427554.3481054804,4582246.345668183,41.38848586605,2.133489422393461,Kindergarten
1154,Escola La Flor de Maig,Carrer de Sancho de Ávila,154.0,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,Kindergarten,432766.84613207984,4583788.14570413,41.40282501637662,2.1956579504795317,Kindergarten
1155,Llar d'Infants Mickey Mouse,C Dolors Masferrer i Bosch,24.0,19,les Corts,4,Les Corts,8028,Kindergarten,427111.2604911809,4581881.891129287,41.38516334609315,2.1282341599280907,Kindergarten
1156,Escola Bressol Municipal Alchemika,C Sant Antoni Maria Claret,358.0,64,el Camp de l'Arpa del Clot,10,Sant Martí,8041,Kindergarten,431597.48918354406,4585310.670623992,41.41643926479623,2.1814976320594197,Kindergarten
1157,Llar d'Infants Joan XXIII,Pl Ignasi Juliol,3.0,72,Sant Martí de Provençals,10,Sant Martí,8020,Kindergarten,432875.966668886,4585809.280019784,41.42103789651063,2.1967390634345803,Kindergarten
1158,Llar d'Infants L'Airet *Pedrosa,C Pedrosa,19.0,53,la Trinitat Nova,8,Nou Barris,8033,Kindergarten,431893.5635872665,4588876.134945116,41.44857729014949,2.18463834633997,Kindergarten
1159,Llar d'Infants La Gavina *Concòrdia,C Concòrdia,82.0,11,el Poble-sec,3,Sants-Montjuïc,8004,Kindergarten,429536.9472295919,4580361.457484319,41.3716854261252,2.157419628612648,Kindergarten
1160,Llar d'Infants Guinyolet,Ptge Aloi,8.0,63,Navas,9,Sant Andreu,8041,Kindergarten,431560.8345183635,4585414.614603305,41.41737233223333,2.1810473060377373,Kindergarten
1161,Escola Bressol Municipal El Tren,C Palafrugell,4.0,57,la Trinitat Vella,9,Sant Andreu,8033,Kindergarten,432599.0846990086,4589098.238923611,41.45063725255603,2.19305915851297,Kindergarten
1162,Llar d'Infants El Mar,C Castellbell,1.0,60,Sant Andreu,9,Sant Andreu,8030,Kindergarten,431959.0943202786,4587051.208733954,41.43214640160004,2.18562831291488,Kindergarten
1163,Llar d'Infants Petits Lys,C Saragossa,125.0,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8006,Kindergarten,428561.84193489904,4584026.291519529,41.40460725744689,2.1453286014261623,Kindergarten
1164,Escola Bressol Municipal L'Esquirol,C Noguera Pallaresa,32.0,16,la Bordeta,3,Sants-Montjuïc,8014,Kindergarten,428027.1248994957,4580426.444531724,41.372137142800845,2.139359752043456,Kindergarten
1165,Escola Bressol Municipal Ralet,C Joaquim Valls,10.0,52,la Prosperitat,8,Nou Barris,8016,Kindergarten,431744.82716527424,4588208.894413243,41.442555073166815,2.1829332651530327,Kindergarten
1166,Llar d'Infants Bon Sol,C Aribau,175.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,Kindergarten,429118.5937816526,4582813.722464049,41.39373538503965,2.152130723424502,Kindergarten
1167,Escola Bressol Municipal Puigmal,C Mònec,2.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,Kindergarten,431291.13679707376,4582182.80406823,41.38824143989509,2.1781872156861266,Kindergarten
1168,Escola Bressol Municipal La Mar,C Andrea Dòria,40.0,3,la Barceloneta,1,Ciutat Vella,8003,Kindergarten,432507.433142859,4581342.955509334,41.38078011718044,2.192827246697062,Kindergarten
1169,Escola Bressol Municipal Mont Tàber,C Santa Elena,4.0,1,el Raval,1,Ciutat Vella,8001,Kindergarten,430467.7600490098,4580980.178636966,41.37733901542934,2.1684779650539774,Kindergarten
1170,Escola Bressol Municipal Guinbó,C Olzinelles,73.0,16,la Bordeta,3,Sants-Montjuïc,8014,Kindergarten,427852.4966117653,4580361.366129851,41.37153537040751,2.1372795458218,Kindergarten
1171,Escola Bressol Municipal Llar d'Infants,C Rectoria,31.0,43,Horta,7,Horta-Guinardó,8031,Kindergarten,429933.7699283389,4587287.679016772,41.43410205889918,2.1613625440207773,Kindergarten
1172,Escola Bressol Municipal Tris-Tras,C Llobregós,109.0,37,el Carmel,7,Horta-Guinardó,8032,Kindergarten,429588.509493956,4586260.11795762,41.424817042403006,2.1573501632911096,Kindergarten
1173,Escola Bressol Municipal Cargol,C Mossèn Josep Bundó,6.0,36,la Font d'en Fargues,7,Horta-Guinardó,8032,Kindergarten,430411.7084519772,4586503.623754933,41.42708193501176,2.167172769672243,Kindergarten
1174,Escola Bressol Municipal Sant Medir,Carrer de Santa Rosa,7.0,31,la Vila de Gràcia,6,Gràcia,8012,Kindergarten,429185.383908256,4583879.727080019,41.403342374883685,2.1528048898678125,Kindergarten
1175,Llar d'Infants Xalesta,C Sagrera,139.0,61,la Sagrera,9,Sant Andreu,8027,Kindergarten,432395.8482451849,4586234.633778563,41.42482866539363,2.190946569989612,Kindergarten
1176,Llar d'Infants La Lluna,C Borgonya,6.0,48,la Guineueta,8,Nou Barris,8042,Kindergarten,430647.7219744981,4587408.745984378,41.43525443358374,2.1698932279741934,Kindergarten
1177,Llar d'Infants Brusi,C Brusi,39.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,Kindergarten,428573.3519052428,4583639.164297506,41.40112157896502,2.1455119693132745,Kindergarten
1178,Llar d'Infants Major de Sarrià,C Major de Sarrià,121.0,23,Sarrià,5,Sarrià-Sant Gervasi,8017,Kindergarten,426485.5041940343,4583621.581021573,41.4007750267093,2.120539643244866,Kindergarten
1179,Escola Bressol Municipal Collserola,C Mare de Déu de Port,183.0,13,la Marina de Port,3,Sants-Montjuïc,8038,Kindergarten,428530.8403877134,4578605.285423411,41.35577946192125,2.1455970540555813,Kindergarten
1180,Llar d'Infants Congrés,C Concepción Arenal,145.0,62,el Congrés i els Indians,9,Sant Andreu,8027,Kindergarten,431821.0507966824,4586376.647279238,41.42605915587051,2.1840523284889706,Kindergarten
1181,Escola Bressol Municipal L'Oreneta,Pg Santa Eulàlia,18.0,23,Sarrià,5,Sarrià-Sant Gervasi,8017,Kindergarten,426055.47126154247,4584124.847019703,41.40526827357127,2.1153342310426178,Kindergarten
1182,Escola Bressol Municipal L'Arquet,C Jorge Manrique,12.0,41,la Vall d'Hebron,7,Horta-Guinardó,8035,Kindergarten,429114.02894232026,4587010.162549836,41.43153065046161,2.1515844656316303,Kindergarten
1183,Escola Bressol Municipal El Caminet del Besòs,C Quito,2.0,58,Baró de Viver,9,Sant Andreu,8030,Kindergarten,433150.6484564905,4588556.538308024,41.44580447028147,2.1997219585562475,Kindergarten
1184,Llar d'Infants Esclop,Pg Sant Joan,31.0,7,la Dreta de l'Eixample,2,Eixample,8010,Kindergarten,431206.2925041514,4582758.141437473,41.39341607630753,2.177107164826516,Kindergarten
1185,Escola Bressol Municipal La Morera,C Cardenal Tedeschini,24.0,62,el Congrés i els Indians,9,Sant Andreu,8027,Kindergarten,431797.9900308048,4586326.026767904,41.42560127685734,2.183782080225953,Kindergarten
1186,Escola Bressol Municipal La Mar Xica,C Carmen Amaya,2.0,68,el Poblenou,10,Sant Martí,8005,Kindergarten,433428.307877499,4582919.338309602,41.39505493685655,2.203666123017716,Kindergarten
1187,Llar d'Infants Milton,C Bailèn,212.0,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8037,Kindergarten,430108.9239639727,4583744.885587224,41.40220872272126,2.1638681515643263,Kindergarten
1188,Escola Bressol Municipal La Fontana,C Gran de Gràcia,123.0,31,la Vila de Gràcia,6,Gràcia,8012,Kindergarten,429221.2305998516,4583690.241935551,41.40163891053216,2.1532558544457,Kindergarten
1189,Llar d'Infants La Pau,G.V. Corts Catalanes,262.0,14,la Font de la Guatlla,3,Sants-Montjuïc,8004,Kindergarten,428390.4464019784,4580257.841254994,41.37065100061126,2.143723740339484,Kindergarten
1190,Escola Bressol Municipal Cobi,C Àlaba,37.0,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,Kindergarten,432837.8086305377,4582846.655901909,41.39435120680261,2.196611266141496,Kindergarten
1191,Escola Bressol Municipal L'Aliança,C Llull,163.0,68,el Poblenou,10,Sant Martí,8005,Kindergarten,433207.5089084104,4583497.93262202,41.40024787553612,2.200961334683164,Kindergarten
1192,Escola Bressol Municipal Dolors Canals,C Perú,251.0,71,Provençals del Poblenou,10,Sant Martí,8020,Kindergarten,433431.9734207887,4585048.369547079,41.41423085423666,2.203475814252009,Kindergarten
1193,Escola Bressol Municipal Casa dels Nens,C Roger de Llúria,132.0,7,la Dreta de l'Eixample,2,Eixample,8037,Kindergarten,429974.6203601032,4583306.090839312,41.39824496738194,2.162312348163287,Kindergarten
1194,Escola Bressol Municipal Marina,C Marina,347.0,33,el Baix Guinardó,7,Horta-Guinardó,8025,Kindergarten,430450.713478762,4584541.183892295,41.40941034238492,2.1678651818783563,Kindergarten
1195,Escola Bressol Municipal Can Dragó,Avinguda de Rio de Janeiro,16.0,45,Porta,8,Nou Barris,8016,Kindergarten,431514.0726191278,4587151.655665521,41.43301326602874,2.1802910531042112,Kindergarten
1196,Llar d'infants Goi-Goi,C Consell de Cent,405.0,7,la Dreta de l'Eixample,2,Eixample,8009,Kindergarten,430722.6041574355,4582988.559090844,41.39544985369152,2.1712956272716206,Kindergarten
1197,Nursery School Mimos,C Garcilaso,177.0,62,el Congrés i els Indians,9,Sant Andreu,8027,Kindergarten,431580.3171945135,4586077.231148657,41.423341951789226,2.1812054543244304,Kindergarten
1198,Llar d'infants Nemomarlin Gràcia,Carrer Gran de Gràcia,221.0,31,la Vila de Gràcia,6,Gràcia,8012,Kindergarten,429049.85288843006,4584045.624077071,41.40482459583842,2.151164180705885,Kindergarten
1199,Escola Teixidores  de Gràcia,C Encarnació,61.0,31,la Vila de Gràcia,6,Gràcia,8024,Kindergarten,429844.1864281548,4584262.432485158,41.40684702180916,2.160641340279775,Kindergarten
1200,Llar d'Infants Nemomarlin Passeig Maragall,Pg Maragall,260.0,44,Vilapicina i la Torre Llobeta,8,Nou Barris,8031,Kindergarten,430796.3627245331,4586471.860143356,41.42682908222192,2.1717794547147014,Kindergarten
1201,Llar d'Infants Petits,C Bailèn,108.0,7,la Dreta de l'Eixample,2,Eixample,8009,Kindergarten,430644.61287272384,4583195.3300578045,41.39730544923248,2.1703390970850536,Kindergarten
1202,Llar d'Infants L'Acis,C Miquel dels Sants Oliver,4.0,34,Can Baró,7,Horta-Guinardó,8024,Kindergarten,429840.8572842374,4585108.070239315,41.414463074104894,2.160503463501454,Kindergarten
1203,Llar d'Infants Olorien Pumby,C Valladolid,20.0,18,Sants,3,Sants-Montjuïc,8014,Kindergarten,427794.0940306677,4581055.931337,41.37778582221242,2.136498526956942,Kindergarten
1204,Llar d'Infants Tabalet,C Providència,119.0,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8024,Kindergarten,429934.6044911798,4584544.214756225,41.40939281720682,2.1616903851191904,Kindergarten
1205,Llar d'Infants Molina Blau,Pg Valldaura,166.0,48,la Guineueta,8,Nou Barris,8042,Kindergarten,430453.3637827604,4587786.04926898,41.43863584530815,2.1675236845401424,Kindergarten
1206,Llar d'Infants La Poma,C València,87.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8029,Kindergarten,429210.5790840322,4581880.595588019,41.3853391471349,2.15333996812384,Kindergarten
1207,Llar d'Infants Petit Laia,C Neopàtria,119.0,60,Sant Andreu,9,Sant Andreu,8030,Kindergarten,432279.6462711979,4586742.286808293,41.429391139435815,2.189499192215727,Kindergarten
1208,Escola Bressol Municipal L'Arbret de L'Eixample,Av Roma,102.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,Kindergarten,429141.3647818233,4581762.094729943,41.384265758099,2.152526092637669,Kindergarten
1209,Escola Bressol Municipal Els Patufets de Navas,C Navas de Tolosa,312.0,63,Navas,9,Sant Andreu,8027,Kindergarten,431884.9903809373,4585363.554166474,41.41693999058948,2.18493157290795,Kindergarten
1210,Escola Bressol Municipal La Filadora,C Parellada,23.0,60,Sant Andreu,9,Sant Andreu,8000,Kindergarten,432477.7912728466,4587116.385202829,41.432777199526896,2.1918286449063906,Kindergarten
1211,Escola Bressol Municipal Enxaneta,C Jaén,22.0,31,la Vila de Gràcia,6,Gràcia,8012,Kindergarten,429345.911362308,4583814.991744937,41.402773451677646,2.154732725368877,Kindergarten
1212,Escola Bressol Municipal Colometa,Av Meridiana,573.0,52,la Prosperitat,8,Nou Barris,8016,Kindergarten,432031.4963054081,4588597.92668208,41.44608326365972,2.1863208079142677,Kindergarten
1213,Llar d'Infants El Sol,C Numància,91.0,19,les Corts,4,Les Corts,8029,Kindergarten,427796.9158210183,4581904.940051495,41.38543277012344,2.1364311082634995,Kindergarten
1214,Llar d'Infants Dino,C Brossa,17.0,45,Porta,8,Nou Barris,8016,Kindergarten,431284.91679448326,4587390.351293566,41.43514353488045,2.177521416107244,Kindergarten
1215,Llar d'Infants Blau,C Espronceda,242.0,72,Sant Martí de Provençals,10,Sant Martí,8018,Kindergarten,432735.3192201301,4584880.255048304,41.41265869009802,2.195159428098572,Kindergarten
1216,Escola Bressol Municipal Germanetes,C Comte Borrell,159.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,Kindergarten,429370.1075922804,4581599.412365454,41.382820648785085,2.1552805492116645,Kindergarten
1217,Escola Bressol Municipal Les Quatre Torres,C Augusto César Sandino,9.0,59,el Bon Pastor,9,Sant Andreu,8030,Kindergarten,433337.1747957859,4587804.46966987,41.4390463479815,2.2020377141753547,Kindergarten
1218,Escola Bressol Municipal El Tren de Fort Pienc,Pl Fort Pienc,5.0,5,el Fort Pienc,2,Eixample,8013,Kindergarten,431641.1752317416,4582984.571316682,41.39549254449504,2.1822830518259897,Kindergarten
1219,Parvulari L'Esclop-Passeig,Pg Sant Joan,29.0,7,la Dreta de l'Eixample,2,Eixample,8010,Kindergarten,431218.13539154176,4582745.981558512,41.39330756897826,2.177250193454777,Kindergarten
1220,Llar d'Infants Dracs,Carrer de Berlín,26.0,18,Sants,3,Sants-Montjuïc,8014,Kindergarten,427965.7732416407,4581615.048916538,41.38283696981016,2.138484934998878,Kindergarten
1221,Escola Bressol Municipal Cadí,Carrer de l'Om,11.0,1,el Raval,1,Ciutat Vella,8001,Kindergarten,430814.73670328624,4580843.088046376,41.37613418778239,2.1726426208041967,Kindergarten
1222,Escola Bressol Municipal L'Estació,C Fluvià,253.0,72,Sant Martí de Provençals,10,Sant Martí,8020,Kindergarten,432662.8178387153,4585308.019863563,41.41650536648666,2.1942443979917527,Kindergarten
1223,Escola Bressol Municipal El Petit Príncep,C Degà Bahí,88.0,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,Kindergarten,431961.7877007136,4585039.283343162,41.41402589447525,2.185886916327788,Kindergarten
1224,Escola Bressol Municipal Diagonal Mar,C Josep Pla,57.0,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,Kindergarten,434179.8952240813,4584705.90603237,41.411207979004914,2.212461563073415,Kindergarten
1225,Escola Bressol Municipal L'Harmonia,C Harmonia,37.0,40,Montbau,7,Horta-Guinardó,8035,Kindergarten,428147.92224048846,4587378.669755828,41.434763778652965,2.139978822381515,Kindergarten
1226,Llar d'Infants Petits Bruc,Carrer del Bruc,65.0,7,la Dreta de l'Eixample,2,Eixample,8009,Kindergarten,430620.625,4582801.469,41.39375600279097,2.1700972976225885,Kindergarten
1227,Parvulari Montserrat,Ptge Xile,13.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,Kindergarten,426064.8468671593,4580954.134956831,41.3767119582618,2.115833426684044,Kindergarten
