,Name,Road Name,Street Number,Neighborhood ID,Neighborhood Name,District ID,District Name,ZipCode,Service Type,geo_epgs_25831_x,geo_epgs_25831_y,Latitude,Longitude,Simple Service Type
248,Escola Pia de Sarrià-Calassanç,C Immaculada,25.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8017,"Kindergarten, Primary & Secondary School",426815.7768412612,4584283.500637969,41.40676676957799,2.1244102505399765,General School (with kindergarten)
249,Facultat de Dret  ESADE - URL,C Marquès de Mulhacén,40.0,21,Pedralbes,4,Les Corts,8034,University,425999.37006678846,4582941.202552147,41.39460257715366,2.1148077954176467,University
250,Institut Nacional d'Educació Física de Catalunya *Barcelona,Av Estadi,12.0,11,el Poble-sec,3,Sants-Montjuïc,8038,University,428651.4229885859,4579669.43805554,41.36537462912623,2.146913285556539,University
251,Institut de Recerca CEPBA-IBM,Jordi Girona,1.0,21,Pedralbes,4,Les Corts,8034,University,425980.2854158732,4582197.376805042,41.38790151896208,2.1146704334958524,University
252,Institut Francisco de Goya,C Garriga i Roca,21.0,35,el Guinardó,7,Horta-Guinardó,8032,Secondary School,430582.18091081607,4585952.279163148,41.42213093143702,2.169276061235553,High School
253,Facultat d'Economia i Empresa - UB,Av Diagonal,690.0,21,Pedralbes,4,Les Corts,8034,University,426002.6552524405,4581951.840205859,41.38569213816947,2.114967953157307,University
254,Universitat Oberta de Catalunya,Av Tibidabo,39.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8035,University,427544.9715619938,4585194.165916006,41.41503478757256,2.1330244628789514,University
255,Escola La Pau,Carrer d'Extremadura,15.0,73,la Verneda i la Pau,10,Sant Martí,8020,Kindergarten & Primary School,433948.8681850279,4586148.204927614,41.42417941545302,2.209540076522833,Kindergarten & Primary School
256,Centre de Formació Professional Pejoan,C Rosselló,303.0,7,la Dreta de l'Eixample,2,Eixample,8037,FP,430178.3303624731,4583393.889025028,41.39905344965265,2.1647388815799173,FP
257,Escola Santiago Rusiñol,Pg Valldaura,261.0,52,la Prosperitat,8,Nou Barris,8016,Kindergarten & Primary School,431590.1927264253,4587909.380299344,41.4398443007178,2.1811162682851,Kindergarten & Primary School
258,Escola Turó Blau,C Gran de Sant Andreu,2.0,60,Sant Andreu,9,Sant Andreu,8030,Kindergarten & Primary School,432419.3489446973,4586595.039271057,41.428076696210304,2.191187503130866,Kindergarten & Primary School
259,Escola Tibidabo,C Joaquim Valls,10.0,52,la Prosperitat,8,Nou Barris,8016,Kindergarten & Primary School,431744.82716527424,4588208.894413243,41.442555073166815,2.1829332651530327,Kindergarten & Primary School
260,Centre Educatiu Vedruna Àngels Barcelona,Pl Àngels,3.0,1,el Raval,1,Ciutat Vella,8001,"Kindergarten, Primary & Secondary School",430416.3994153701,4581623.478347557,41.38312857706076,2.1677899514729404,General School (with kindergarten)
261,Institut Angeleta Ferrer,C Marina,193.0,5,el Fort Pienc,2,Eixample,8013,Secondary School,431384.0676182589,4583533.943905735,41.4004186757127,2.1791455422355464,High School
262,Centre Educatiu FEDAC-Horta,C Campoamor,49.0,43,Horta,7,Horta-Guinardó,8031,"Kindergarten, Primary & Secondary School",429419.29491041385,4587339.656403473,41.43452514687176,2.1551992543615426,General School (with kindergarten)
263,Institut Tècniques Energètiques,Av Diagonal,647.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426031.4440081472,4581790.127790231,41.38423831335687,2.115331979222668,University
264,Consell Superior d'Investigacions Científiques,Egipcíaques,15.0,1,el Raval,1,Ciutat Vella,8001,University,430506.5705898092,4581376.2447790485,41.38090961484458,2.168896630424564,University
265,Escola Tècnica Superior d'Enginyeria de Telecomunicació - UPC,C Jordi Girona,1.0,21,Pedralbes,4,Les Corts,8034,University,425792.92125052185,4582136.251360408,41.38733372682784,2.112437167186739,University
266,Institut les Corts,Trav Corts,131.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,Secondary School,426941.4892336728,4581457.498234352,41.38132561415536,2.126255053704741,High School
267,Escola Superior de Disseny Campusnet,Travessera de les Corts,323.0,19,les Corts,4,Les Corts,8029,FP,427941.85396853,4582269.22284126,41.38872671890697,2.1381210907130104,FP
268,Escola Ferran Sunyer,C Viladomat,2.0,10,Sant Antoni,2,Eixample,8015,Kindergarten & Primary School,430024.0673948785,4580828.679024282,41.37593604478161,2.1631899655131503,Kindergarten & Primary School
269,Institut Verdaguer,Pas Institut Escola,1.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,Secondary School,432018.60074668005,4582080.237216116,41.38737945873459,2.186898929399237,High School
270,Institut Joan d'Àustria,C Selva de Mar,211.0,72,Sant Martí de Provençals,10,Sant Martí,8020,Secondary School & FP,433050.3380889396,4585240.485598836,41.41592948460128,2.198888496942657,High School
271,Centre Educatiu  English School Barcelona,C Montornès,37.0,28,Vallcarca i els Penitents,6,Gràcia,8023,"Kindergarten, Primary & Secondary School",428380.872360297,4585589.77023765,41.4186727574625,2.1429786867442,General School (with kindergarten)
272,Centre Educatiu Mare de Déu del Coll,C Santuari,28.0,29,el Coll,6,Gràcia,8032,"Kindergarten, Primary & Secondary School",429062.0347127916,4585748.435834621,41.42016221739847,2.1511102583797514,General School (with kindergarten)
273,Escola Amalgama,C Major de Sarrià,47.0,23,Sarrià,5,Sarrià-Sant Gervasi,8017,Music School,426707.62111710256,4583249.207701861,41.39744150357215,2.1232416262916383,Music School
274,Centre de Política de Sòl i Valoracions,Av Diagonal,649.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,425867.5135968504,4581812.314537811,41.38442305045343,2.113368872832767,University
275,Conservatori Municipal de Música de Barcelona,C Bruc,110.0,7,la Dreta de l'Eixample,2,Eixample,8009,Music School,430450.6797890641,4583041.1785217095,41.39590030798757,2.1680371208078077,Music School
276,Escola Pere IV,Carrer de Bilbao,103.0,68,el Poblenou,10,Sant Martí,8005,Kindergarten & Primary School,433169.0061775132,4584026.72945701,41.40500740562774,2.200442388310342,Kindergarten & Primary School
277,Escola L'Arenal de Llevant,C Bac de Roda,33.0,68,el Poblenou,10,Sant Martí,8005,Kindergarten & Primary School,433903.4020888814,4583793.012880681,41.40296309686819,2.209253322608713,Kindergarten & Primary School
278,Escola de Música Tarantel·la,C Violant Hongria Rna Aragó,174.0,18,Sants,3,Sants-Montjuïc,8014,Music School,427720.3576771135,4581384.168117479,41.38073550514029,2.135577672628968,Music School
279,Centre Educatiu Solc,C Ardena,36.0,21,Pedralbes,4,Les Corts,8034,"Kindergarten, Primary & Secondary School",425310.8238707536,4582432.694361777,41.38995903223211,2.106635102306285,General School (with kindergarten)
280,Facultat de Turisme i Direcció Hotelera  Sant Ignasi - URL,C Marquès de Mulhacén,40.0,21,Pedralbes,4,Les Corts,8034,University,425999.37006678846,4582941.202552147,41.39460257715366,2.1148077954176467,University
281,Escola Superior de Relacions Públiques,Carrer de Sepúlveda,50.0,10,Sant Antoni,2,Eixample,8015,University,429331.403,4580990.308,41.377331253656905,2.154888726076305,University
282,Institut Químic de Sarrià - Campus Sarrià - IQS,Via Augusta,390.0,23,Sarrià,5,Sarrià-Sant Gervasi,8017,University,426398.7099637597,4583957.872722917,41.40379591152728,2.1194605457742592,University
283,Centre Educatiu Mare del Diví Pastor,C Bailèn,38.0,7,la Dreta de l'Eixample,2,Eixample,8010,"Kindergarten, Primary & Secondary School",431066.2868608239,4582777.5312197935,41.39357872583796,2.175430412133301,General School (with kindergarten)
284,Escola Mas Casanovas,C Mas Casanovas,55.0,33,el Baix Guinardó,7,Horta-Guinardó,8025,Kindergarten & Primary School,430704.3479218832,4584994.316526306,41.4135134548639,2.1708476352880903,Kindergarten & Primary School
285,Centre Educatiu Miró,C Cristóbal de Moura,153.0,71,Provençals del Poblenou,10,Sant Martí,8019,Kindergarten & Primary School,433899.8019001776,4584932.02877307,41.41322161949374,2.209085844710352,Kindergarten & Primary School
286,Facultat d'Educació - UB,Pg Vall d'Hebron,171.0,40,Montbau,7,Horta-Guinardó,8035,University,428583.9859946296,4587444.744204442,41.4353977782998,2.1451898455955827,University
287,Institut Moisès Broggi,Carrer de Sant Quintí,32.0,64,el Camp de l'Arpa del Clot,10,Sant Martí,8041,Secondary School & FP,431329.323,4584978.125,41.413421268120864,2.178326828046783,High School
288,Centre Educatiu Amor de Dios,Carrer del Teide,27.0,46,el Turó de la Peira,8,Nou Barris,8031,"Kindergarten, Primary & Secondary School",430432.72,4587034.875,41.43186852879052,2.1673630725929494,General School (with kindergarten)
289,Institut d'Economia de Barcelona,C Tinent Coronel Valenzuela,1.0,21,Pedralbes,4,Les Corts,8034,University,426094.38332964433,4582093.594842675,41.386977291918406,2.116047632518847,University
290,Centre Educatiu Cintra,C Riereta,21.0,1,el Raval,1,Ciutat Vella,8001,Secondary School,430473.7229729715,4581067.543785404,41.37812640198185,2.168539245437845,High School
291,Programa Dona,Jordi Girona,31.0,21,Pedralbes,4,Les Corts,8034,University,426216.309085875,4582360.912260973,41.38939609467136,2.1174732071947022,University
292,Institut Montjuïc,C Cisell,19.0,13,la Marina de Port,3,Sants-Montjuïc,8038,Secondary School,428499.8866960568,4578571.699744943,41.35547421887749,2.1452310044894904,High School
293,Centre d'Estudis Universitat dels Pacients,C Sant Antoni Maria Claret,171.0,35,el Guinardó,7,Horta-Guinardó,8025,University,431113.7429716268,4584868.611835484,41.41241647123583,2.1757600481895056,University
294,Centre d'Estudis Musicals A Tempo,C Lluçà,56.0,19,les Corts,4,Les Corts,8028,Music School,427290.7527919259,4581670.993226055,41.38328011658352,2.1304059992162108,Music School
295,Facultat de Filologia i Comunicació - UB,G.V. Corts Catalanes,585.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8007,University,430105.756355228,4582009.3515178105,41.38657708352391,2.164030568391206,University
296,Facultat de Matemàtiques i Informàtica - UB,G.V. Corts Catalanes,585.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8007,University,430105.756355228,4582009.3515178105,41.38657708352391,2.164030568391206,University
297,Facultat de Geografia i Història - UB,C Montalegre,6.0,1,el Raval,1,Ciutat Vella,8001,University,430379.0357577841,4581724.135357528,41.38403193047776,2.167331566974877,University
298,Facultat de Belles Arts - UB,C Pau Gargallo,4.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,425917.3361444057,4581667.514961816,41.38312349424735,2.1139823906208206,University
299,Institut XXV Olimpíada,C Dàlia,2.0,14,la Font de la Guatlla,3,Sants-Montjuïc,8004,Secondary School,428817.27926421183,4580193.89096954,41.37011288396194,2.148834590166746,High School
300,SMOS Barcelona Expert Centre,Passeig Marítim de la Barceloneta - Oriol Bohigas,37.0,3,la Barceloneta,1,Ciutat Vella,8003,University,432785.0033372476,4581877.834344472,41.38562087271976,2.1960871806342315,University
301,Escola La Maquinista,Carrer de Ferran Junoy,14.0,59,el Bon Pastor,9,Sant Andreu,8030,Kindergarten & Primary School,432816.05022608,4587805.47747816,41.4390119909961,2.195800264029226,Kindergarten & Primary School
302,Laboratori d'Enginyeria Marítima,C Jordi Girona,1.0,21,Pedralbes,4,Les Corts,8034,University,426075.4434569442,4582352.122315965,41.38930399355781,2.115789578332347,University
303,Institut Escola Turó de  Roquetes,C Alcántara,22.0,50,les Roquetes,8,Nou Barris,8042,"Kindergarten, Primary & Secondary School",430905.4932178593,4588651.987927624,41.44647404453238,2.1728361106817555,General School (with kindergarten)
304,Centre Educatiu Jesuïtes Sarrià - Sant Ignasi,C Carrasco i Formiguera,32.0,23,Sarrià,5,Sarrià-Sant Gervasi,8017,"Kindergarten, Primary, Secondary School & FP",426569.13532868464,4583863.631679042,41.40296270967555,2.121510655906228,General School (with kindergarten)
305,Institut d'Educació Secundària i Artística,Pl Margarida Xirgu,6.0,11,el Poble-sec,3,Sants-Montjuïc,8004,Secondary School,429546.9391389935,4580330.049793043,41.37140342180358,2.157542746806441,High School
306,Centre Educatiu Santapau-Pifma,C Alella,51.0,45,Porta,8,Nou Barris,8016,FP,431215.5085513367,4586982.714250985,41.431466157998415,2.1767371149458734,FP
307,Facultat de Física - UB,Av Diagonal,647.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426025.30305167846,4581863.652071393,41.38489994951897,2.115249564660417,University
308,Càtedra Gaudí - ETSAB - UPC,Av Diagonal,649.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,425867.6635953816,4581812.363537365,41.384423505592665,2.113370660627247,University
309,Escola Eulàlia Bota,C Fernando Pessoa,59.0,60,Sant Andreu,9,Sant Andreu,8000,Kindergarten & Primary School,432552.3792854319,4588432.064401584,41.44463333487745,2.192574438289911,Kindergarten & Primary School
310,Fundació Barcelona Media - Centre d'Innovació,Av Diagonal,177.0,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,University,432602.2816950243,4583967.32792386,41.404425080209855,2.1936694239353693,University
311,Centre Educatiu Peter Pan,C Immaculada,4.0,23,Sarrià,5,Sarrià-Sant Gervasi,8017,Kindergarten & Primary School,426569.7662698657,4584105.132324016,41.40513785348436,2.121488906041987,Kindergarten & Primary School
312,Institut d'Estudis Territorials,Pg Circumval.lació,8.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,University,431920.3957538529,4581820.449731488,41.38503131976485,2.185753641665234,University
313,Centre Educatiu La Salle Barceloneta,C Balboa,18.0,3,la Barceloneta,1,Ciutat Vella,8003,FP,432214.0199633547,4581503.207886556,41.3821988018784,2.1893006019115258,FP
314,Centre Educatiu La Salle Horta,C Doctor Letamendi,63.0,43,Horta,7,Horta-Guinardó,8031,"Kindergarten, Primary & Secondary School",429903.07916995743,4587557.843378465,41.43653263980817,2.1609639013656685,General School (with kindergarten)
315,Centre Educatiu López Vicuña,C Consell de Cent,397.0,7,la Dreta de l'Eixample,2,Eixample,8009,FP,430659.9087792814,4582927.482673821,41.39489435492012,2.1705527267250275,FP
316,Centre Educatiu Escola Pia - Luz Casanova,C Almansa,52.0,51,Verdun,8,Nou Barris,8042,"Kindergarten, Primary & Secondary School",431103.6563714239,4588280.722583751,41.44314723594106,2.175250527458289,General School (with kindergarten)
317,School of Management - IQS,Via Augusta,390.0,23,Sarrià,5,Sarrià-Sant Gervasi,8017,University,426398.7099637597,4583957.872722917,41.40379591152728,2.1194605457742592,University
318,Centre Educatiu Montserrat *Av. Vallvidrera,Av Vallvidrera,68.0,23,Sarrià,5,Sarrià-Sant Gervasi,8017,"Kindergarten, Primary & Secondary School",425670.7918958128,4584589.38140568,41.409416632994734,2.1106754383686037,General School (with kindergarten)
319,Institut Pau Claris,Pg Lluís Companys,18.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8018,Secondary School,431558.5161299214,4582517.928852556,41.39128260500432,2.18134710585921,High School
320,Escola Pit-Roig,C Aguilar,4.0,36,la Font d'en Fargues,7,Horta-Guinardó,8032,Kindergarten & Primary School,430675.3819730466,4586111.972625851,41.42357727859375,2.1703729800114075,Kindergarten & Primary School
321,Institut Poblenou,C Doctor Trueta,206.0,68,el Poblenou,10,Sant Martí,8005,FP,433402.1980587957,4583285.386733631,41.39834967946906,2.2033135649478446,FP
322,Escola de Música Marshall,Carrer de Saragossa,27.0,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8006,Music School,428949.463,4583670.505,41.401437177199085,2.150007289734474,Music School
323,Centre Educatiu Thuya,Sant Gervasi de Cassoles,68.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,FP,427852.2307999968,4584159.211072672,41.40574103739798,2.136824035870799,FP
324,Institut Salvador Espriu,Pl Glòries Catalanes,20.0,65,el Clot,10,Sant Martí,8018,Secondary School,432126.262292938,4584099.202542593,41.40557278654692,2.1879601974840224,High School
325,Facultat de Ciències de la Salut Blanquerna - URL,C Padilla,326.0,33,el Baix Guinardó,7,Horta-Guinardó,8025,University,430806.6030140592,4584579.538591303,41.409786505203634,2.1721184721407334,University
326,Institut Universitari Cultura,C Ramon Trias Fargas,25.0,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,University,432362.0263673597,4582284.352293278,41.38924681822701,2.190983335170805,University
327,Escola Mercè Rodoreda,Carrer del Vesuvi,35.0,52,la Prosperitat,8,Nou Barris,8016,Kindergarten & Primary School,431981.466795465,4588574.595899239,41.445868894480135,2.1857245692364806,Kindergarten & Primary School
328,Escola Milà i Fontanals,C Àngels,1.0,1,el Raval,1,Ciutat Vella,8001,Kindergarten & Primary School,430450.0451105983,4581515.479408505,41.38215877369944,2.168204704594222,Kindergarten & Primary School
329,Escola de Mitjans Audiovisuals,G.V. Corts Catalanes,173.0,16,la Bordeta,3,Sants-Montjuïc,8014,FP,427950.8907500344,4579916.938490126,41.36754138527626,2.138508797833273,FP
330,Escola Nabí,Carrer d'Elisa Moragas i Badia,38.0,22,"Vallvidrera, el Tibidabo i les Planes",5,Sarrià-Sant Gervasi,8017,Kindergarten & Primary School,424936.1428653281,4585333.727986628,41.41605230629501,2.1017942870735373,Kindergarten & Primary School
331,Escola La Mar Bella,Pl Sant Bernat Calbó,2.0,68,el Poblenou,10,Sant Martí,8005,Kindergarten & Primary School,433517.6519066886,4583438.45626326,41.39973789141123,2.2046777632789207,Kindergarten & Primary School
332,Escola Pegaso,C Dublín,5.0,61,la Sagrera,9,Sant Andreu,8027,Kindergarten & Primary School,432079.7692438506,4586581.139338513,41.42792286266486,2.1871253300366518,Kindergarten & Primary School
333,Centre Educatiu Adela de Trenquelleón,Rbla Guipúscoa,24.0,72,Sant Martí de Provençals,10,Sant Martí,8018,"Kindergarten, Primary & Secondary School",432698.540549057,4585021.688662078,41.413929461064,2.1947036696130047,General School (with kindergarten)
334,Àrea Informació,Jordi Girona,1.0,21,Pedralbes,4,Les Corts,8034,University,425980.2854158732,4582197.376805042,41.38790151896208,2.1146704334958524,University
335,Escola Àngels Garriga,C Gallecs,22.0,36,la Font d'en Fargues,7,Horta-Guinardó,8032,Kindergarten & Primary School,430454.892058139,4586380.842960306,41.42597983517579,2.167703658288384,Kindergarten & Primary School
336,Centre Educatiu Acis - Artur Martorell,Pl Can Baró,3.0,34,Can Baró,7,Horta-Guinardó,8024,"Kindergarten, Primary & Secondary School",429976.182921808,4585339.884007492,41.41656273573594,2.1620957170113524,General School (with kindergarten)
337,Escola Pere Vila,Pg Lluís Companys,18.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8018,Kindergarten & Primary School,431558.5161299214,4582517.928852556,41.39128260500432,2.18134710585921,Kindergarten & Primary School
338,Escola Pau Romeva,Carrer del Pisuerga,1.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,Kindergarten & Primary School,425867.7937933274,4580908.32136087,41.37628120603343,2.1134828061272373,Kindergarten & Primary School
339,Fundació Privada Clínic per la Recerca Biomèdica,C Villarroel,170.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,University,429084.0732241549,4582305.910411306,41.389158663694246,2.1517772961900903,University
340,Centre Tecnològic de Telecomunicacions Mòbils,C Gran Capità,2.0,21,Pedralbes,4,Les Corts,8034,University,425684.8843010172,4582134.602352766,41.38730890128584,2.111145329424392,University
341,Institut d'Estudis Hispànics,G.V. Corts Catalanes,585.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8007,University,430105.756355228,4582009.3515178105,41.38657708352391,2.164030568391206,University
342,Escola Fort Pienc,C Alí Bei,75.0,5,el Fort Pienc,2,Eixample,8013,Kindergarten & Primary School,431658.6010693015,4582950.58865172,41.39518795392121,2.1824953167364085,Kindergarten & Primary School
343,Centre de Recerca en Salut Internacional de Barcelona,C Rosselló,132.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,University,429211.3299647474,4582412.872394328,41.39013324147976,2.1532867495245505,University
344,Centre d'Estudis Canadencs Universitat  de Barcelona,Av Diagonal,684.0,21,Pedralbes,4,Les Corts,8034,University,426516.8722175164,4582118.434692386,41.38723971871468,2.1210972500110508,University
345,Centre Educatiu Jesuïtes del Clot,C València,680.0,65,el Clot,10,Sant Martí,8027,"Kindergarten, Primary, Secondary School & FP",432363.55381968745,4584935.60743451,41.41312603124579,2.1907053886762484,General School (with kindergarten)
346,Escola Antoni Brusi,Carrer de Sardenya,33.0,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,Kindergarten & Primary School,432243.5404789001,4582483.674324733,41.39103208450983,2.189543966805976,Kindergarten & Primary School
347,Institut Josep Pla,C Vall d'Ordesa,24.0,46,el Turó de la Peira,8,Nou Barris,8031,Secondary School,430179.813595876,4587020.532670391,41.43171740723793,2.164338051403876,High School
348,Centre Internacional de  Mètodes Numèrics en Enginyeria,Carrer del Gran Capità,1.0,21,Pedralbes,4,Les Corts,8034,University,425619.5299676143,4581992.810721985,41.386025808317086,2.1103811501410736,University
349,Escola Parc del Guinardó,C Garriga i Roca,13.0,35,el Guinardó,7,Horta-Guinardó,8041,Kindergarten & Primary School,430682.7939809532,4585724.059408192,41.42008412690289,2.17050613591235,Kindergarten & Primary School
350,Escola Cal Maiol,C Sagunt,92.0,18,Sants,3,Sants-Montjuïc,8014,Kindergarten & Primary School,427756.9835112997,4580498.143774105,41.37275870841211,2.136121251833447,Kindergarten & Primary School
351,Institut Escola Antaviana,Carrer dels Nou Barris,12.0,50,les Roquetes,8,Nou Barris,8042,"Kindergarten, Primary & Secondary School",431388.787491684,4588837.277221564,41.44818432585492,2.1786002392699624,General School (with kindergarten)
352,Institut La Guineueta,C Artesania,53.0,48,la Guineueta,8,Nou Barris,8042,Secondary School & FP,430839.90093890217,4588239.3249331545,41.44275170606566,2.1720981995542705,High School
353,Centre d'Estudis d'Art Contemporani,Av Miramar,1.0,11,el Poble-sec,3,Sants-Montjuïc,8038,University,429761.5751240866,4579982.539230728,41.368292261821246,2.1601492925476364,University
354,Institut Montserrat Roig,Carrer de Pau Alsina,15.0,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8025,Secondary School,430218.7761990801,4584320.13133197,41.40739929927398,2.1651158990356314,High School
355,Menjadors Universitàris,C Adolf Florensa,1.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426010.8792560031,4581572.125913229,41.38227297506455,2.115112671672215,University
356,Institut Manuel Carrasco i Formiguera,C Santa Fe,2.0,44,Vilapicina i la Torre Llobeta,8,Nou Barris,8031,Secondary School,430964.6550967053,4586443.2664563805,41.42658603011807,2.1737966206194,High School
357,Facultat de Traducció i Interpretació - UPF,C Roc Boronat,138.0,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,University,432574.3789791466,4583902.194553516,41.40383610308015,2.1933428895948404,University
358,Universitat Pompeu Fabra,Carrer de la Mercè,12.0,2,el Barri Gòtic,1,Ciutat Vella,8002,University,431401.303,4581173.312,41.379158638700645,2.1796190518636545,University
359,Escola Ciutat Comtal,C Pujalt,6.0,56,Vallbona,8,Nou Barris,8033,Kindergarten & Primary School,431753.7986195046,4590473.202368945,41.46294957595788,2.1827847217571863,Kindergarten & Primary School
360,Centre Educatiu Claret,C Sant Antoni Maria Claret,49.0,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8025,"Kindergarten, Primary & Secondary School",430340.7706259227,4584158.169604532,41.405951148357936,2.166593971349565,General School (with kindergarten)
361,Observatori de Bioètica i Dret,Av Diagonal,684.0,21,Pedralbes,4,Les Corts,8034,University,426516.8682175556,4582118.433692398,41.38723970934282,2.1210972022957915,University
362,Institut Escola d'Hoteleria i Turisme de Barcelona,C Pintor Alsamora,3.0,45,Porta,8,Nou Barris,8016,FP,431565.2841055805,4587232.926884073,41.43374961175949,2.180894741672587,FP
363,Facultat de Dret - UPF,Ramon Trias Fargas,25.0,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,University,432362.0263673597,4582284.352293278,41.38924681822701,2.190983335170805,University
364,Escola Universitària de Turisme Ostelea,C Aragó,28.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,University,428905.9781541798,4581364.226563532,41.380661533845256,2.149757830499899,University
365,Unitat Docent Hospital Universitari de la Vall d'Hebron,C Natzaret,86.0,40,Montbau,7,Horta-Guinardó,8035,University,428039.08844073984,4586704.553300689,41.42868257584527,2.138756551103979,University
366,Serveis Científicotècnics,C Josep Samitier,1.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,425962.9487126691,4581614.409490075,41.382649395415946,2.1145343363203266,University
367,Institut Vila de Gràcia,C Riera de Sant Miquel,58.0,31,la Vila de Gràcia,6,Gràcia,8006,Secondary School,429394.5069874682,4583351.299277712,41.3986014146248,2.155368115677565,High School
368,Servei de Recerca,Pl Mercè,9999.0,2,el Barri Gòtic,1,Ciutat Vella,8002,University,431391.8480244605,4581171.046962697,41.37913743201389,2.1795062460893457,University
369,Universitat de Barcelona Trampolí Tecnològic,C Baldiri Reixac,4.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426122.9891761777,4581526.199385967,41.38186963690709,2.116458918258774,University
370,Aules de Formació Permanent per a la Gent Gran de Barcelona,C Casanova,36.0,10,Sant Antoni,2,Eixample,8011,University,429879.0756265079,4581684.085645053,41.38362779436018,2.161357278865766,University
371,Centre Educatiu Pàlcam,Carrer de Rosalía de Castro,32.0,33,el Baix Guinardó,7,Horta-Guinardó,8025,"Kindergarten, Primary, Secondary School & FP",430767.8853603499,4584724.312171787,41.411087096447794,2.171638707346255,General School (with kindergarten)
372,Escola Pau Casals,Av Cardenal Vidal Barraquer,46.0,41,la Vall d'Hebron,7,Horta-Guinardó,8035,Kindergarten & Primary School,429122.63385083736,4587048.007182912,41.4318722602892,2.15168300702906,Kindergarten & Primary School
373,Escola Pare Poveda,Av Vallcarca,220.0,28,Vallcarca i els Penitents,6,Gràcia,8023,Kindergarten & Primary School,428284.4923371459,4585397.294093442,41.41693061120518,2.1418483119179204,Kindergarten & Primary School
374,Escola Arc Iris,C Arc de Sant Martí,78.0,36,la Font d'en Fargues,7,Horta-Guinardó,8032,Kindergarten & Primary School,430767.0970441454,4586299.1278206725,41.42527082492769,2.171449020831429,Kindergarten & Primary School
375,Centre Educatiu Mare de Déu dels Àngels,C Sagrera,68.0,61,la Sagrera,9,Sant Andreu,8027,"Kindergarten, Primary & Secondary School",432421.4680399891,4586017.774897185,41.42287764355707,2.1912773816109894,General School (with kindergarten)
376,Escola Montseny *Torrent del Remei,C Torrent del Remei,2.0,28,Vallcarca i els Penitents,6,Gràcia,8023,Kindergarten & Primary School,428816.3692043749,4585245.75568302,41.41561305868736,2.148229934277885,Kindergarten & Primary School
377,Escola Mossèn Jacint Verdaguer,C Lleida,32.0,11,el Poble-sec,3,Sants-Montjuïc,8004,Kindergarten & Primary School,429321.6782846101,4580545.116646332,41.37332070884572,2.154824350891146,Kindergarten & Primary School
378,Centre Educatiu Nausica,C Muntaner,309.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,Kindergarten & Primary School,428566.70706545137,4583188.544691436,41.39706243409874,2.14548565093138,Kindergarten & Primary School
379,Centre Educatiu Jesuïtes Sant Gervasi - Infant Jesús,C Avenir,19.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,"Kindergarten, Primary & Secondary School",428875.29007043503,4583171.888918955,41.39693977486581,2.149178612436604,General School (with kindergarten)
380,UOC Seu de Barcelona,Rambla del Poblenou,156.0,71,Provençals del Poblenou,10,Sant Martí,8018,University,432669.627,4584196.369,41.40649363005068,2.19444957141162,University
381,Escola de Música i Dansa Esclat *Vila Olímpica,C Arquitecte Sert,29.0,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,Music School,432798.3440648969,4582592.13237725,41.39205548440707,2.196167481517439,Music School
