,Name,Street ID,Road Name,Street Number,Neighborhood ID,Neighborhood Name,District ID,District Name,ZipCode,Service Type,geo_epgs_25831_x,geo_epgs_25831_y,Latitude,Longitude
0,Centre d'Atenció Primària Sardenya,76807,C Sardenya,466.0,33,el Baix Guinardó,7,Horta-Guinardó,8025.0,CAP (Primary Healthcare Center),430258.03834851866,4584549.527771263,41.40946879799104,2.165559158653853
1,Instituto Oftalmológico Tres Torres,28000,Via Augusta,281.0,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017.0,Hospital & Clinic,427267.424673312,4583268.912630522,41.39766980618416,2.1299351525099426
2,Clínica Mi Tres Torres,103502,C Doctor Roux,76.0,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017.0,Hospital & Clinic,427179.3374911064,4583445.134892676,41.39924899210352,2.1288603299902027
3,Centre d'Atenció Primària Montnegre,219100,C Montnegre,21.0,19,les Corts,4,Les Corts,8029.0,CAP (Primary Healthcare Center),427992.3718695025,4582145.613744661,41.38761794394156,2.1387399569666004
4,Hospital de Barcelona,144601,Av Diagonal,660.0,19,les Corts,4,Les Corts,8034.0,Hospital & Clinic,427228.5182380354,4582405.700043358,41.3898916934532,2.129573511198016
5,Hospital Universitari Quirón Dexeus,285002,C Sabino Arana,5.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028.0,Hospital & Clinic,426932.16922927607,4581894.955963134,41.3852647692118,2.126090851000616
6,Centre d'Atenció Primària Ciutat Meridiana,300503,C Sant Feliu de Codines,2.0,54,Torre Baró,8,Nou Barris,8033.0,CAP (Primary Healthcare Center),431637.8098009769,4590192.817074642,41.46041438468622,2.1814277070234023
7,Clínica Corachan,51500,C Buïgas,19.0,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017.0,Hospital & Clinic,427330.7261577906,4582807.840141923,41.39352284333145,2.130747645161546
8,Clinica del Son Estivill,288601,C Rosales,9.0,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017.0,Hospital & Clinic,427155.1056682553,4583714.455260656,41.4016724490232,2.128538075607512
9,Cliníca Axisclínic *Comte d'Urgell,349706,C Comte d'Urgell,168.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036.0,Hospital & Clinic,429152.144616148,4582051.211910848,41.38687068385529,2.1526211977409395
10,Centre d'Urgències d'Atenció Primària Horta,301801,C Sant Gaudenci,21.0,43,Horta,7,Horta-Guinardó,8031.0,CAP (Primary Healthcare Center),429606.0090914466,4587372.858118908,41.43484056890944,2.157429990506305
11,Centre d'Atenció Primària  Vila de Gràcia-Cibeles,90502,C Còrsega,363.0,31,la Vila de Gràcia,6,Gràcia,8037.0,CAP (Primary Healthcare Center),429948.5726026792,4583356.655340697,41.39869811526309,2.1619949302029338
12,Centre d'Urgències d'Atenció Primària,260158,C Plató,21.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006.0,CAP (Primary Healthcare Center),428315.7564032176,4583661.522024942,41.4013000208271,2.1424279977430216
13,Centre d'Urgències d'Atenció Primària,361406,C Viladomat,288.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8029.0,CAP (Primary Healthcare Center),428554.2723810804,4582271.07063971,41.38879799075201,2.1454451514293984
14,Institut Oftalmologia Gabriel Simón,212508,C Minerva,7.0,31,la Vila de Gràcia,6,Gràcia,8006.0,Hospital & Clinic,429483.1061765301,4583112.922621457,41.39646221745103,2.156455652254697
15,Centre de Dia Serveis Geriàtrics de Barcelona *Av Meridiana,209900,Av Meridiana,328.0,61,la Sagrera,9,Sant Andreu,8027.0,Day center for the elderly,432077.120324793,4586307.359005979,41.4254567920414,2.187124388138771
16,Centre d'Atenció Primària Turó,54000,C Cadí,58.0,46,el Turó de la Peira,8,Nou Barris,8031.0,CAP (Primary Healthcare Center),430702.6954907335,4587167.057350281,41.43308238349045,2.1705788750932693
17,Centre d'Atenció Primaria,45701,Av Quinze,18.0,44,Vilapicina i la Torre Llobeta,8,Nou Barris,8016.0,CAP (Primary Healthcare Center),431161.9091881149,4586412.633795086,41.42632706053321,2.1761605774773924
18,Centre d'Atenció Primària Passeig Sant Joan,305100,Pg Sant Joan,20.0,5,el Fort Pienc,2,Eixample,8010.0,CAP (Primary Healthcare Center),431360.6550209632,4582674.87628119,41.39267932164972,2.178962864832544
19,Centre d'Atenció Primària Sants,700952,Ptge Vapor Vell,6.0,18,Sants,3,Sants-Montjuïc,8028.0,CAP (Primary Healthcare Center),427673.7102252916,4580943.919404631,41.37676616209959,2.1350723954187125
20,Hospital Casa de la Maternitat,285002,C Sabino Arana,1.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028.0,Hospital & Clinic,426982.5567344822,4581917.915749968,41.38547613349496,2.1266906636468885
21,Hospital del Mar,197903,Passeig Marítim de la Barceloneta - Oriol Bohigas,25.0,3,la Barceloneta,1,Ciutat Vella,8003.0,Hospital & Clinic,432665.3945483664,4581636.097679799,41.38343360981442,2.1946836219941206
22,Hospital de Nens de Barcelona,89004,C Consell de Cent,437.0,7,la Dreta de l'Eixample,2,Eixample,8009.0,Hospital & Clinic,430941.071990622,4583201.928054113,41.39739039003384,2.173884369793785
23,Centre d'Atenció Primària Besòs,8705,C Alfons el Magnànim,57.0,70,el Besòs i el Maresme,10,Sant Martí,8019.0,CAP (Primary Healthcare Center),434433.6726690052,4585168.876567869,41.41539857878109,2.2154475663274287
24,Hospital de la Santa Creu i Sant Pau,310008,C Sant Quintí,89.0,35,el Guinardó,7,Horta-Guinardó,8041.0,Hospital & Clinic,430966.4933325924,4585205.834517813,41.41544108395991,2.1739598683555683
25,Centre d'Atenció Primària Sant Andreu,209900,Avinguda Meridiana,426.0,60,Sant Andreu,9,Sant Andreu,8030.0,CAP (Primary Healthcare Center),431792.115,4587167.459,41.43317926284568,2.183616837538452
26,Centre d'Atenció Primària Ramon Turró,110009,C Ramon Turró,337.0,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019.0,CAP (Primary Healthcare Center),434071.49038278667,4584165.815277741,41.40633463591839,2.211223456711735
27,Centre d'Atenció Primària Poblenou,180401,C Lope de Vega,138.0,68,el Poblenou,10,Sant Martí,8005.0,CAP (Primary Healthcare Center),433331.45058300486,4584109.477682092,41.40576618443375,2.20237655703193
28,Centre d'Atenció Primària Roquetes,140804,C Garigliano,23.0,50,les Roquetes,8,Nou Barris,8042.0,CAP (Primary Healthcare Center),430996.2143447756,4588617.8172789,41.44617408664394,2.173925972696374
29,Clínica Sant Honorat,101008,Av Tibidabo,20.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022.0,Hospital & Clinic,427776.1583856994,4584873.56409103,41.41216807741864,2.135828746667937
30,Centre d'Atenció Primària Sarrià,28000,Via Augusta,366.0,23,Sarrià,5,Sarrià-Sant Gervasi,8017.0,CAP (Primary Healthcare Center),426569.1113530393,4583753.07475727,41.40196697142778,2.121523780191905
31,Centre d'Atenció Primària Drassanes,140203,Av Drassanes,17.0,1,el Raval,1,Ciutat Vella,8001.0,CAP (Primary Healthcare Center),430878.78607109655,4580888.6516147,41.37655006963406,2.1734032878024605
32,Hospital de Dia,186703,C Llull,410.0,70,el Besòs i el Maresme,10,Sant Martí,8019.0,Hospital & Clinic,434689.8662366822,4584881.807416163,41.41283388063477,2.2185438389937966
33,Centre d'Atenció Primària Les Corts,207202,Mejía Lequerica,1.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028.0,CAP (Primary Healthcare Center),426735.41315159405,4581850.519354187,41.384846652460126,2.1237432372725378
34,Centre d'Urgències d'Atenció Primària  Ciutat Vella - Peracamps,701212,Pl Pieyre de Mandiargues,1.0,1,el Raval,1,Ciutat Vella,8001.0,CAP (Primary Healthcare Center),430765.3201506388,4581004.316462425,41.37758207454153,2.1720333118356927
35,Centre d'Urgències d'Atenció Primària Hospital Dos de Maig,105304,C Dos de Maig,301.0,6,la Sagrada Família,2,Eixample,8025.0,CAP (Primary Healthcare Center),431186.0003142438,4584651.439967628,41.41046666778343,2.176649237190462
36,Centre d'Urgències d'Atenció Primària Casernes de Sant Andreu,701334,Carrer de Fernando Pessoa,47.0,60,Sant Andreu,9,Sant Andreu,8030.0,CAP (Primary Healthcare Center),432571.726,4588265.323,41.44313317918459,2.1928246307372428
37,Centre d'Atenció Primària Barceloneta,197903,Passeig Marítim de la Barceloneta - Oriol Bohigas,25.0,3,la Barceloneta,1,Ciutat Vella,8003.0,CAP (Primary Healthcare Center),432665.3945483664,4581636.097679799,41.38343360981442,2.1946836219941206
38,Centre d'Atenció Primària de la Marina,369102,C Amnistia Internacional,8.0,13,la Marina de Port,3,Sants-Montjuïc,8038.0,CAP (Primary Healthcare Center),427759.39574896777,4579282.385645893,41.3618090328203,2.136294923801782
39,Centre d'Atenció Primària La Pau,700957,C Pere Vergés,3.0,73,la Verneda i la Pau,10,Sant Martí,8020.0,CAP (Primary Healthcare Center),433873.8019409037,4586010.263257357,41.42293083907828,2.208656896009578
40,Centre d'Atenció Primària Vila Olímpica,700661,C Joan Miró,17.0,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005.0,CAP (Primary Healthcare Center),432676.762281871,4582415.633075144,41.39045563415485,2.1947329373295883
41,Centre d'Atenció Primària Trinitat Vella,34400,Via Bàrcino,88.0,57,la Trinitat Vella,9,Sant Andreu,8033.0,CAP (Primary Healthcare Center),432575.8349168218,4589136.725544233,41.45098193478274,2.1927765355340667
42,Centre d'Atenció Primària Doctor Lluís Sayé,341602,C Torres i Amat,8.0,1,el Raval,1,Ciutat Vella,8001.0,CAP (Primary Healthcare Center),430198.9595010392,4581759.622974072,41.38433595216771,2.165173981341848
43,Centre d'Atenció Primària Sanllehy,365702,Av Mare Déu de Montserrat,16.0,30,la Salut,6,Gràcia,8024.0,CAP (Primary Healthcare Center),429885.0548805409,4584985.514443291,41.41336311768161,2.161046463543104
44,Unitat Cirurgia Barcelona,285002,Carrer de Sabino Arana,5.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028.0,Hospital & Clinic,426929.29809419,4581895.87657476,41.38527279999507,2.12605640432412
45,Centre d'Atenció Primària La Sagrera,140407,C Garcilaso,1.0,61,la Sagrera,9,Sant Andreu,8027.0,CAP (Primary Healthcare Center),432344.02680181846,4585968.19636492,41.42242458814997,2.1903562660708573
46,Clínica Sant Jordi,116107,Pl Estació,12.0,60,Sant Andreu,9,Sant Andreu,8030.0,Hospital & Clinic,432586.28613154736,4587557.429927636,41.43675865439791,2.193077895717268
47,Centre d'Atenció Primària Casanova,289105,C Rosselló,161.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036.0,CAP (Primary Healthcare Center),429213.29193884914,4582445.334078013,41.39042578488265,2.153306420872568
48,Vall d'Hebron Barcelona Hospital Campus,352507,Pg Vall d'Hebron,119.0,40,Montbau,7,Horta-Guinardó,8035.0,Hospital & Clinic,428430.55465668254,4586630.37210656,41.42804943371883,2.1434499797388105
49,Clínica Sant Antoni,299608,C Sant Eloi,6.0,13,la Marina de Port,3,Sants-Montjuïc,8038.0,Hospital & Clinic,428338.5142517392,4578640.233041299,41.35607713194699,2.143293943034445
50,Hospital de Dia Sant Jordi,116901,C Esteve Terradas,30.0,28,Vallcarca i els Penitents,6,Gràcia,8023.0,Hospital & Clinic,428185.37031957647,4585303.993981919,41.41608144491085,2.140673416896396
51,Hospital de Dia,330708,C Taquígraf Garriga,4.0,19,les Corts,4,Les Corts,8014.0,Hospital & Clinic,427393.88673169137,4581937.95464301,41.385693845190495,2.1316073419512267
52,Centre Mèdic Vilasalut *Barcelona,292303,Sagrat Cor,7.0,23,Sarrià,5,Sarrià-Sant Gervasi,8034.0,Hospital & Clinic,426417.63786851655,4583552.464680931,41.40014631922122,2.119736244942165
53,Centre d'Atenció Primària Bordeta - Magòria,91709,C Corral,41.0,16,la Bordeta,3,Sants-Montjuïc,8014.0,CAP (Primary Healthcare Center),428183.5454323506,4580173.101038462,41.36986934117719,2.14126001076402
54,Centre d'Atenció Primària Carles I,197302,C Marina,168.0,5,el Fort Pienc,2,Eixample,8013.0,CAP (Primary Healthcare Center),431643.48013687687,4583341.325837066,41.3987059201658,2.1822703458787163
55,Centre d'Atenció Primària Chafarinas,120807,Via Favència,297.0,53,la Trinitat Nova,8,Nou Barris,8033.0,CAP (Primary Healthcare Center),431786.083,4588696.269,41.44694817929288,2.1833720427098178
56,Centre d'Atenció Primària Casc Antic,277004,C Rec Comtal,24.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003.0,CAP (Primary Healthcare Center),431484.7378683012,4582413.263858823,41.390333637003735,2.180476543991248
57,Clínica Oftalvist,16907,Carrer d'Anglí,38.0,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017.0,Hospital & Clinic,426868.041,4583650.487,41.401070255285575,2.1251119593693084
58,Centre d'Atenció Primària Horta,179901,C Lisboa,35.0,37,el Carmel,7,Horta-Guinardó,8032.0,CAP (Primary Healthcare Center),429563.1326467588,4586707.34259421,41.42884278775608,2.1569943945774512
59,Comunitat Terapèutica Clínica Llúria,208409,Ptge Mercader,14.0,7,la Dreta de l'Eixample,2,Eixample,8008.0,Hospital & Clinic,429761.33256530686,4582670.204998331,41.39249916484832,2.15983488479965
60,Centre d'Atenció Primària Pare Claret,297001,C Sant Antoni Maria Claret,19.0,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8037.0,CAP (Primary Healthcare Center),430173.2412950721,4583957.078531049,41.40412545821543,2.164613046569684
61,Centre d'Atenció Primària Guineueta,351901,Pg Valldaura,135.0,48,la Guineueta,8,Nou Barris,8042.0,CAP (Primary Healthcare Center),430330.5509536224,4587886.86726167,41.43953322554174,2.166042134148101
62,"Institut d'Urologia, Nefrologia i Andrologia",68900,C Cartagena,340.0,35,el Guinardó,7,Horta-Guinardó,8025.0,Hospital & Clinic,431000.02903507673,4585068.464863859,41.414206723575816,2.174376777322996
63,Clínica Geriàtrica Solàrium,336500,C Ticià,21.0,28,Vallcarca i els Penitents,6,Gràcia,8035.0,Hospital & Clinic,427968.56239553913,4585441.471595675,41.41730024131076,2.138063025938122
64,Centre d'Atenció Primària Vallvidrera,280803,Carrer d'Elisa Moragas i Badia,2.0,22,"Vallvidrera, el Tibidabo i les Planes",5,Sarrià-Sant Gervasi,8017.0,CAP (Primary Healthcare Center),425131.616,4585083.577,41.41381756046356,2.1041639799133054
65,Centre d'Atenció Primària Passeig Maragall,194406,Pg Maragall,52.0,64,el Camp de l'Arpa del Clot,10,Sant Martí,8041.0,CAP (Primary Healthcare Center),431533.3178223392,4585233.813360256,41.41574157238099,2.180738533712314
66,Hospital CIMA. Centro Internacional de Medicina Avanzada,193108,Pg Manuel Girona,29.0,23,Sarrià,5,Sarrià-Sant Gervasi,8034.0,Hospital & Clinic,426734.1460125835,4582545.480572792,41.39110575704745,2.123644032557961
67,Hospital de l'Esperança,320205,Av Santuari S Josep Muntany,12.0,30,la Salut,6,Gràcia,8024.0,Hospital & Clinic,429360.9620344993,4584680.222310777,41.41056757619079,2.154811776742894
68,Centre d'Atenció Primària Larrard,176608,Carrer de Larrard,1.0,30,la Salut,6,Gràcia,8024.0,CAP (Primary Healthcare Center),429463.255,4584687.677,41.4106437013522,2.156034704147506
69,Hospital Sant Rafael,352507,Pg Vall d'Hebron,107.0,40,Montbau,7,Horta-Guinardó,8035.0,Hospital & Clinic,428338.7786022073,4586373.517590112,41.42572787631716,2.1423821574736257
70,Hospital de Dia,229908,C Mare de Déu del Coll,20.0,30,la Salut,6,Gràcia,8023.0,Hospital & Clinic,428944.58211830497,4584492.479054151,41.40883994540256,2.1498524077600574
71,Residència Sociosanitaria Assistida Psicoclínica Mare de Déu de la Mercè,349105,Pg Universal,34.0,43,Horta,7,Horta-Guinardó,8042.0,Residence for the elderly,429990.3192925188,4587706.214951178,41.43787657189986,2.161990838601969
72,Hospital de Dia d'Adolescents Les Corts - Sarrià - Sant Gervasi,28000,Via Augusta,364.0,23,Sarrià,5,Sarrià-Sant Gervasi,8017.0,Hospital & Clinic,426569.1113530393,4583753.07475727,41.40196697142778,2.121523780191905
73,Policlínica Barcelona,152508,Guillem Tell,4.0,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8006.0,Hospital & Clinic,428919.1044955881,4583877.797042982,41.403301493154544,2.149619802114201
74,Medicina Estètica Balmes,32700,C Balmes,89.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8008.0,Hospital & Clinic,429760.2336031837,4582539.918269237,41.391325621433246,2.1598368504335133
75,Centre d'Atenció Primària Vallcarca-Sant Gervasi,158107,Av Vallcarca,169.0,28,Vallcarca i els Penitents,6,Gràcia,8023.0,CAP (Primary Healthcare Center),428285.9303495624,4585273.458300924,41.41581540340154,2.141880198393869
76,Clínica Planas,249202,C Pere II de Montcada,16.0,23,Sarrià,5,Sarrià-Sant Gervasi,8034.0,Hospital & Clinic,426074.6592198007,4583466.288446654,41.39933870913293,2.115644191358369
77,Centre d'Atenció Primària Manso,192502,C Manso,19.0,10,Sant Antoni,2,Eixample,8015.0,CAP (Primary Healthcare Center),429768.0478714292,4580891.086361985,41.37647582448295,2.160121429667777
78,Centre Planificació Familiar,16907,C Anglí,39.0,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017.0,Hospital & Clinic,426851.2296328693,4583657.80174761,41.40113460668127,2.124909981253877
79,Centre d'Esclerosi Múltiple de Catalunya - CEMCAT,352507,Pg Vall d'Hebron,119.0,40,Montbau,7,Horta-Guinardó,8035.0,Hospital & Clinic,428430.5506567232,4586630.364106636,41.428049361310656,2.1434499328191
80,Hospital Plató,260158,C Plató,21.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006.0,Hospital & Clinic,428315.7564032176,4583661.522024942,41.4013000208271,2.1424279977430216
81,Servei d'Urgències Pediàtriques,231502,C Numància,9.0,18,Sants,3,Sants-Montjuïc,8029.0,CAP (Primary Healthcare Center),428178.1622107764,4581456.107512931,41.381424432438784,2.141043629243917
82,Hospital  Universitari del Sagrat Cor,361406,C Viladomat,288.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8029.0,Hospital & Clinic,428554.2723810804,4582271.07063971,41.38879799075201,2.1454451514293984
83,Centre d'Atenció Primària Numància,231502,C Numància,15.0,18,Sants,3,Sants-Montjuïc,8029.0,CAP (Primary Healthcare Center),428129.1686760252,4581507.963996409,41.38188710932366,2.140451601838126
84,Centre d'Atenció Primària El Clot,86200,C Concili de Trento,25.0,65,el Clot,10,Sant Martí,8018.0,CAP (Primary Healthcare Center),432558.0419614021,4584782.87696243,41.411766778513375,2.193049312588346
85,Hospital de Dia Còrsega,90604,Ptge Còrsega,20.0,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026.0,Hospital & Clinic,431353.4176842709,4584670.408816694,41.41065182999176,2.17865001498802
86,Centre d'Atenció Primària Sagrada Família,90502,C Còrsega,643.0,6,la Sagrada Família,2,Eixample,8025.0,CAP (Primary Healthcare Center),431190.0802807079,4584621.637259045,41.41019859412112,2.1767014377053013
87,Clínica Oftalmològica Visioncore,187105,Madrazo,46.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006.0,Hospital & Clinic,428774.4849842869,4583482.256870331,41.3997262174321,2.1479363598535164
88,Clínica Dermatològica Dermik,113007,C Escoles Pies,7.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8017.0,Hospital & Clinic,427792.36264321534,4582939.732954133,41.39475232863729,2.1362532994975023
89,Clínica de Podologia Integral Pododerm,369408,Pg Zona Franca,242.0,13,la Marina de Port,3,Sants-Montjuïc,8038.0,Hospital & Clinic,427821.1511110357,4579455.40496937,41.36337289533501,2.1370125986858204
90,Centro Médico Teknon,362205,C Vilana,12.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022.0,Hospital & Clinic,427146.24966265744,4584137.7971301535,41.40548450111435,2.128381188050171
91,Policlínica ICOA - Instituto de Cirugia Ocular Avanzada,44403,C Bolívia,160.0,71,Provençals del Poblenou,10,Sant Martí,8018.0,Hospital & Clinic,432877.42496128,4584271.876008619,41.40719107800593,2.196927087468326
92,Clínica Oftalmologica Castanera,362205,Carrer de Vilana,12.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022.0,Hospital & Clinic,427145.92692788,4584138.67814652,41.40549240679156,2.128377221247124
93,Clínica Centro Médico Aragón,361406,Viladomat,158.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8015.0,Hospital & Clinic,429210.00014798,4581603.419292863,41.3828426660728,2.1533654282847667
94,Centre d'Oftalmologia Barraquer,175900,C Laforja,88.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021.0,Hospital & Clinic,428633.13441252185,4583223.663362895,41.39738463256767,2.1462760581798173
95,CBC Clínica Barceloneta,254100,C Pescadors,88.0,3,la Barceloneta,1,Ciutat Vella,8003.0,Hospital & Clinic,432265.0716070922,4580807.510687398,41.375937136268696,2.189988859177943
96,Centre d'Atenció Primària Roger,286402,C Roger,48.0,17,Sants - Badal,3,Sants-Montjuïc,8028.0,CAP (Primary Healthcare Center),427125.3245410122,4581020.699537379,41.377408215094576,2.128505915206101
97,Fundació Hospital de Dia de Nou Barris,9901,C Almansa,43.0,51,Verdun,8,Nou Barris,8042.0,Hospital & Clinic,431084.3495623021,4588263.315749355,41.44298880234272,2.175021416842057
98,Centre d'Atenció Primària Sant Martí,128106,C Fluvià,211.0,72,Sant Martí de Provençals,10,Sant Martí,8020.0,CAP (Primary Healthcare Center),432919.182401399,4585045.872470128,41.41416572459713,2.1973408314822507
99,Hospital de Dia per Adolescents en Salut Mental,230601,C Mare de Déu de Port,344.0,13,la Marina de Port,3,Sants-Montjuïc,8038.0,Hospital & Clinic,428043.05690225295,4579689.304732554,41.36549941267988,2.139637719083576
100,Hospital  Sociosanitari Mutuam Güell,366002,C Mare de Déu de la Salut,49.0,30,la Salut,6,Gràcia,8024.0,Hospital & Clinic,429522.0394499282,4584776.089409667,41.411445154741465,2.1567276831754065
101,Centre d'Atenció Primària San Rafael,352507,Pg Vall d'Hebron,107.0,40,Montbau,7,Horta-Guinardó,8035.0,CAP (Primary Healthcare Center),428175.7051720719,4586435.360952866,41.42627030840488,2.1404234125837025
102,Centre d'Atenció Primària Gòtic,248006,Ptge Pau,1.0,2,el Barri Gòtic,1,Ciutat Vella,8002.0,CAP (Primary Healthcare Center),431184.1250511255,4581137.177251075,41.37881463871673,2.1770261515014084
103,Centre d'Atenció Primària Les Hortes,86902,C Nou de la Rambla,169.0,11,el Poble-sec,3,Sants-Montjuïc,8004.0,CAP (Primary Healthcare Center),430322.6035910125,4580349.980759241,41.371650458215214,2.166814680601924
104,Nou Hospital Evangèlic,56504,C Camèlies,15.0,30,la Salut,6,Gràcia,8024.0,Hospital & Clinic,429704.79168325686,4584736.353835115,41.41110327599354,2.1589187127071603
105,Hospital Mare de Déu de la Mercè,349105,Pg Universal,34.0,43,Horta,7,Horta-Guinardó,8042.0,Hospital & Clinic,429990.3192925188,4587706.214951178,41.43787657189986,2.161990838601969
106,Hospital Fremap - Centre de Prevenció i Rehabilitació,187105,Madrazo,8.0,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8006.0,Hospital & Clinic,428987.7848715214,4583673.204052784,41.4014648721249,2.1504653774644478
107,Clínica Cipsalut,100800,Carrer de la Diputació,95.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8015.0,Hospital & Clinic,429385.723,4581490.07,41.38183721015341,2.1554800289953686
108,Centre d'Atenció Primària Bon Pastor,214900,Pg Mollerussa,67.0,59,el Bon Pastor,9,Sant Andreu,8030.0,CAP (Primary Healthcare Center),433686.0774125602,4587792.342856541,41.43896601648905,2.206215066880394
109,Centre d'Atenció Primària Adrià,353500,C Vallmajor,34.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021.0,CAP (Primary Healthcare Center),428011.59237784205,4583570.53384777,41.40045335150616,2.138800439931985
110,Centre d'Atenció Primària El Carmel,224405,C Murtra,130.0,37,el Carmel,7,Horta-Guinardó,8032.0,CAP (Primary Healthcare Center),429390.7915051705,4585822.564180877,41.42085881955093,2.1550353094774626
111,Hospital El Pilar - Institut Cardiovascular Sant Jordi,32700,C Balmes,271.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006.0,Hospital & Clinic,428822.4225014634,4583562.876094094,41.40045656868413,2.148500292440888
112,Centre d'Atenció Primària Casernes,701334,C Fernando Pessoa,51.0,60,Sant Andreu,9,Sant Andreu,8030.0,CAP (Primary Healthcare Center),432572.90011901816,4588268.853995234,41.44316508022573,2.192838290511633
113,Clínica Bonanova de Cirurgia Ocular,44709,Pg Bonanova,22.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022.0,Hospital & Clinic,427355.89262972784,4584121.163337459,41.40535365944363,2.130891065672255
114,Centre d'Atenció Primària Les Planes,202297,Pg Solé i Pla,16.0,22,"Vallvidrera, el Tibidabo i les Planes",5,Sarrià-Sant Gervasi,8017.0,CAP (Primary Healthcare Center),423851.2311188075,4586578.792609478,41.42716382846758,2.088657146119551
115,Clínica Sagrada Família,339203,C Torras i Pujalt,1.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022.0,Hospital & Clinic,427677.25161963655,4583601.435475036,41.40070166539195,2.1347974560514014
116,Centre d'Atenció Primària Roger de Flor,286504,C Roger de Flor,194.0,7,la Dreta de l'Eixample,2,Eixample,8013.0,CAP (Primary Healthcare Center),430847.6568638336,4583369.91439641,41.3988953601588,2.1727478193275487
117,Clínica Creu Blanca,278007,Pg Reina Elisenda Montcada,17.0,23,Sarrià,5,Sarrià-Sant Gervasi,8034.0,Hospital & Clinic,426269.7233563303,4583321.108905321,41.39804905348276,2.1179951229334635
118,Centre d'Atenció Primària Doctor Carles Ribas,135203,C Foc,112.0,13,la Marina de Port,3,Sants-Montjuïc,8038.0,CAP (Primary Healthcare Center),428426.81434032274,4578885.494664323,41.35829397580574,2.1443205163413563
119,Centre d'Atenció Primària Comte Borrell,87009,C Comte Borrell,305.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8029.0,CAP (Primary Healthcare Center),428634.6905829327,4582348.84589782,41.38950562237319,2.146397759629386
120,Hospital de Dia,45701,Av Quinze,18.0,44,Vilapicina i la Torre Llobeta,8,Nou Barris,8016.0,Hospital & Clinic,431161.9091881149,4586412.633795086,41.42632706053321,2.1761605774773924
121,Fundación Instituto de Trastornos Alimentarios,175900,Carrer de Laforja,10.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006.0,Hospital & Clinic,428998.307,4583497.479,41.39988311290029,2.1506118520249298
122,Centre d'Atenció Primària Guinardó,334403,C Teodor Llorente,26.0,35,el Guinardó,7,Horta-Guinardó,8041.0,CAP (Primary Healthcare Center),431372.8523059078,4585600.433753895,41.419029908950506,2.1787770228527337
123,Hospital de dia - Numància,231502,C Numància,9.0,18,Sants,3,Sants-Montjuïc,8029.0,Hospital & Clinic,428178.1622107764,4581456.107512931,41.381424432438784,2.141043629243917
124,Hospital Clínic i Provincial,363809,C Villarroel,170.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036.0,Hospital & Clinic,429119.381871757,4582349.613992283,41.38955539831457,2.152194463242196
125,Hospital Quirónsalud Barcelona,701103,Plaça d'Alfonso Comín,7.0,28,Vallcarca i els Penitents,6,Gràcia,8023.0,Hospital & Clinic,427952.5168619001,4585264.675886431,41.41570648103171,2.1378921010617598
126,Clínica Nostra Senyora del Remei,112004,C Escorial,148.0,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8024.0,Hospital & Clinic,429770.7770795072,4584558.355584366,41.40950588098143,2.159728804474834
