Curs,Codi centre,Denominació completa,Codi municipi_5,Codi municipi_6,Nom municipi,Dones,Homes,Total
2018/2019,17004530,INSTITUT SANTIAGO SOBREQUÉS I VIDAL,17079,170792,GIRONA,44,22,66
2018/2019,17004566,ESCOLA NAPOLEÓ SOLIVA,17023,170237,BLANES,21,5,26
2018/2019,17004578,INSTITUT CASTELL D'ESTELA,17007,170078,AMER,19,12,31
2018/2019,17004657,ESCOLA ESTEVE CARLES,17095,170950,LLORET DE MAR,19,3,22
2018/2019,17004682,ESCOLA L'ESTACIÓ,17160,171609,SANT FELIU DE GUÍXOLS,26,5,31
2018/2019,17004694,ESCOLA CASSIÀ COSTAL,17079,170792,GIRONA,25,4,29
2018/2019,17004712,CEE VENTIJOL,17023,170237,BLANES,22,3,25
2018/2019,17004724,CEE PALAU,17079,170792,GIRONA,15,2,17
2018/2019,17004736,CEE ELS ÀNGELS,17118,171181,PALAMÓS,21,1,22
2018/2019,17004748,CEE MARE DE DÉU DEL MONT,17221,172214,VILAFANT,24,3,27
2018/2019,17004751,ESCOLA TOMÀS RAGUER,17147,171479,RIPOLL,14,3,17
2018/2019,17004761,CEE DOCTOR RAMON SURIÑACH,17147,171479,RIPOLL,7,0,7
2018/2019,17004827,ESCOLA ALZINA RECLAMADORA,17071,170715,FONTCOBERTA,14,1,15
2018/2019,17004852,EOI DE GIRONA,17079,170792,GIRONA,32,7,39
2018/2019,17004864,ESCOLA EL PLA,17155,171557,SALT,28,9,37
2018/2019,17004876,ESCOLA L'OLIVAR VELL,17013,170139,BEGUR,9,2,11
2018/2019,17004888,ESCOLA SANTA CECÍLIA - ZER CERDANYA,17024,170242,BOLVIR,4,0,4
2018/2019,17004891,ESCOLA JOSEP PALLACH,17066,170669,FIGUERES,29,3,32
2018/2019,17004906,ESCOLA SALVADOR ESPRIU,17213,172137,VIDRERES,28,3,31
2018/2019,17004943,ESCOLA MONTFALGARS,17079,170792,GIRONA,24,7,31
2018/2019,17004955,ESCOLA POMPEU FABRA,17095,170950,LLORET DE MAR,31,9,40
2018/2019,17005017,ESCOLA QUATRE VENTS,17023,170237,BLANES,22,8,30
2018/2019,17005029,ESCOLA L'ESQUIROL - ZER VALL DE TER,17112,171122,OGASSA,3,0,3
2018/2019,17005042,INSTITUT CARLES RAHOLA I LLORENS,17079,170792,GIRONA,43,16,59
2018/2019,17005182,ESCOLA CAN PUIG,17015,170157,BANYOLES,27,4,31
2018/2019,17005248,ESCOLA MAS CLARÀ,17022,170221,LA BISBAL D'EMPORDÀ,24,6,30
2018/2019,17005251,INSTITUT EL PEDRÓ,17062,170622,L'ESCALA,29,22,51
2018/2019,17005261,ESCOLA MONTPALAU - ZER EL LLIERCA,17010,170101,ARGELAGUER,4,1,5
2018/2019,17005339,CFA LES BERNARDES,17155,171557,SALT,9,9,18
2018/2019,17005340,EASD D'OLOT,17114,171143,OLOT,24,14,38
2018/2019,17005352,INSTITUT DE PALAMÓS,17118,171181,PALAMÓS,50,33,83
2018/2019,17005364,INSTITUT CAP NORFEU,17152,171523,ROSES,39,23,62
2018/2019,17005376,INSTITUT DE SANTA COLOMA DE FARNERS,17180,171805,SANTA COLOMA DE FARNERS,57,37,94
2018/2019,17005388,INSTITUT VALLVERA,17155,171557,SALT,73,25,98
2018/2019,17005522,ESCOLA VEÏNAT,17155,171557,SALT,20,3,23
2018/2019,17005649,INSTITUT CENDRASSOS,17066,170669,FIGUERES,55,34,89
2018/2019,17005650,INSTITUT DE CASSÀ DE LA SELVA,17044,170448,CASSÀ DE LA SELVA,45,12,57
2018/2019,17005662,INSTITUT SERRALLARGA,17023,170237,BLANES,60,37,97
2018/2019,17005704,INSTITUT ABAT OLIBA,17147,171479,RIPOLL,45,32,77
2018/2019,17005731,INSTITUT S'AGULLA,17023,170237,BLANES,51,23,74
2018/2019,17005741,INSTITUT PERE BORRELL,17141,171411,PUIGCERDÀ,58,25,83
2018/2019,17005893,INSTITUT BOSC DE LA COMA,17114,171143,OLOT,53,31,84
2018/2019,17005911,INSTITUT RAMON COLL I RODÉS,17095,170950,LLORET DE MAR,56,27,83
2018/2019,17005923,INSTITUT MONTGRÍ,17199,171997,TORROELLA DE MONTGRÍ,35,18,53
2018/2019,17006083,INSTITUT CASTELLÓ D'EMPÚRIES,17047,170470,CASTELLÓ D'EMPÚRIES,35,24,59
2018/2019,17006605,INSTITUT MONTSORIU,17009,170097,ARBÚCIES,29,23,52
2018/2019,17006666,INSTITUT PLA DE L'ESTANY,17015,170157,BANYOLES,43,26,69
2018/2019,17006678,INSTITUT CAP DE CREUS,17032,170329,CADAQUÉS,10,4,14
2018/2019,17006681,INSTITUT GERMANS VILA-RIERA,17039,170391,CAMPRODON,10,5,15
2018/2019,17006691,INSTITUT RIDAURA,17048,170486,CASTELL-PLATJA D'ARO,39,15,54
2018/2019,17006708,INSTITUT DE CELRÀ,17049,170499,CELRÀ,44,20,64
2018/2019,17006711,ESCOLA M. ÀNGELS ANGLADA,17066,170669,FIGUERES,14,4,18
2018/2019,17006721,ESCOLA MARTA MATA,17079,170792,GIRONA,27,5,32
2018/2019,17006733,INSTITUT VESCOMTAT DE CABRERA,17083,170834,HOSTALRIC,48,20,68
2018/2019,17006745,INSTITUT DE LA JONQUERA,17086,170865,LA JONQUERA,24,7,31
2018/2019,17006757,INSTITUT DE LLAGOSTERA,17089,170890,LLAGOSTERA,26,20,46
2018/2019,17006769,INSTITUT DE LLANÇÀ,17092,170926,LLANÇÀ,25,20,45
2018/2019,17006770,INSTITUT ROCAGROSSA,17095,170950,LLORET DE MAR,41,27,68
2018/2019,17006782,ESCOLA CARRILET,17117,171175,PALAFRUGELL,30,5,35
2018/2019,17006794,INSTITUT JOAN TRIADÚ,17145,171450,RIBES DE FRESER,6,6,12
2018/2019,17006800,ESCOLA ELS GRECS,17152,171523,ROSES,26,4,30
2018/2019,17006812,INSTITUT DE TOSSA DE MAR,17202,172023,TOSSA DE MAR,22,9,31
2018/2019,17006824,INSTITUT VIDRERES,17213,172137,VIDRERES,36,23,59
2018/2019,17006836,ESCOLA LES MÈLIES,17221,172214,VILAFANT,27,2,29
2018/2019,17006851,INSTITUT ILLA DE RODES,17152,171523,ROSES,38,21,59
2018/2019,17006873,ESCOLA CASTELLUM,17169,171693,SANT JULIÀ DE RAMIS,20,3,23
2018/2019,17006939,INSTITUT SANTA EUGÈNIA,17079,170792,GIRONA,58,48,106
2018/2019,17006940,ESCOLA DE LLIURONA,17003,170031,ALBANYÀ,3,0,3
2018/2019,17006952,ESCOLA LA DRAGA,17015,170157,BANYOLES,28,3,31
2018/2019,17007014,CFA LLORET DE MAR,17095,170950,LLORET DE MAR,5,2,7
2018/2019,17007129,CFA ES PITEUS,17023,170237,BLANES,7,5,12
2018/2019,17007178,CFA MARIA VERDAGUER,17066,170669,FIGUERES,8,1,9
2018/2019,17007181,CFA GIRONA,17079,170792,GIRONA,13,4,17
2018/2019,17007300,INSTITUT LA BISBAL,17022,170221,LA BISBAL D'EMPORDÀ,57,33,90
2018/2019,17007427,ZER TRAMUNTANA,17210,172109,VENTALLÓ,4,0,4
2018/2019,17007439,ZER CERDANYA,17094,170947,LLÍVIA,4,1,5
2018/2019,17007440,ZER VALL DE TER,17177,171772,SANT PAU DE SEGÚRIES,3,2,5
2018/2019,17007452,ZER EL LLIERCA,17165,171655,SANT JAUME DE LLIERCA,3,1,4
2018/2019,17007464,ZER COMTE ARNAU,17170,171707,VALLFOGONA DE RIPOLLÈS,3,0,3
2018/2019,17007488,ZER REQUESENS,17042,170427,CAPMANY,2,2,4
2018/2019,17007518,ZER LES SALINES,17001,170010,AGULLANA,4,0,4
2018/2019,17007531,ZER MONTGRÍ,17018,170182,BELLCAIRE D'EMPORDÀ,3,0,3
2018/2019,17007609,INSTITUT OLIVAR GRAN,17066,170669,FIGUERES,45,29,74
2018/2019,17007658,CFA SANT FELIU DE GUÍXOLS,17160,171609,SANT FELIU DE GUÍXOLS,6,3,9
2018/2019,17007671,CFA LA GARROTXA,17114,171143,OLOT,9,2,11
2018/2019,17007695,ZER EMPORDÀ,17228,172288,VILANANT,3,1,4
2018/2019,17007828,ESCOLA PINYA DE ROSA,17023,170237,BLANES,26,7,33
2018/2019,17007907,ESCOLA JOANA D'EMPÚRIES,17047,170470,CASTELLÓ D'EMPÚRIES,26,2,28
2018/2019,17007919,ESCOLA MAS MASÓ,17155,171557,SALT,34,4,38
2018/2019,17007981,EOI D'OLOT,17114,171143,OLOT,10,0,10
2018/2019,17008006,ESCOLA AMISTAT,17066,170669,FIGUERES,25,5,30
2018/2019,17008018,ESCOLA ARDENYA,17160,171609,SANT FELIU DE GUÍXOLS,28,2,30
2018/2019,17008080,ESCOLA ÀNGELS ALEMANY I BORIS,17095,170950,LLORET DE MAR,40,6,46
2018/2019,17008110,EOI DE SANT FELIU DE GUÍXOLS,17160,171609,SANT FELIU DE GUÍXOLS,6,1,7
2018/2019,17008122,EOI DE BLANES,17023,170237,BLANES,8,1,9
2018/2019,17008134,EOI DE FIGUERES,17066,170669,FIGUERES,7,2,9
2018/2019,17008146,CFA PALAFRUGELL,17117,171175,PALAFRUGELL,5,2,7
2018/2019,17008237,ESCOLA MONTSERRAT VAYREDA,17152,171523,ROSES,25,3,28
2018/2019,17008249,ESCOLA CASTELL DE FARNERS,17180,171805,SANTA COLOMA DE FARNERS,29,2,31
2018/2019,17008274,ESCOLA SA FORCANERA,17023,170237,BLANES,21,2,23
2018/2019,17008286,ESCOLA DOMENY,17079,170792,GIRONA,28,3,31
2018/2019,17008298,ESCOLA EL GEGANT DEL REC,17155,171557,SALT,30,6,36
2018/2019,17008365,CFA PLA DE L'ESTANY,17015,170157,BANYOLES,5,2,7
2018/2019,17008377,CFA RIPOLLÈS,17147,171479,RIPOLL,3,1,4
2018/2019,17008389,CFA LA SELVA,17180,171805,SANTA COLOMA DE FARNERS,5,2,7
2018/2019,17008390,INSTITUT DE VILAFANT,17221,172214,VILAFANT,31,13,44
2018/2019,17008407,INSTITUT SALVADOR SUNYER I AIMERIC,17155,171557,SALT,23,9,32
2018/2019,17008419,ESCOLA LLUMS DEL NORD,17141,171411,PUIGCERDÀ,12,4,16
2018/2019,17008444,ESCOLA PARC DE LES AIGÜES,17066,170669,FIGUERES,28,3,31
2018/2019,17008468,ESCOLA LA SÍNIA,17034,170340,CALONGE I SANT ANTONI,14,1,15
2018/2019,17008471,ESCOLA LES FALGUERES,17049,170499,CELRÀ,28,1,29
2018/2019,17008481,ESCOLA L'ESCULAPI,17062,170622,L'ESCALA,16,1,17
2018/2019,17008493,ESCOLA VALL-LLOBREGA,17209,172095,VALL-LLOBREGA,14,0,14
2018/2019,17008501,ESCOLA ALDRIC,17044,170448,CASSÀ DE LA SELVA,27,2,29
2018/2019,17008523,ESCOLA PI VERD,17117,171175,PALAFRUGELL,29,8,37
2018/2019,17008547,ESCOLA NOVA DE MAÇANET DE LA SELVA,17103,171030,MAÇANET DE LA SELVA,20,2,22
2018/2019,17008641,ESCOLA DE CABANES,17030,170307,CABANES,10,1,11
2018/2019,17008651,INSTITUT DE CALDES DE MALAVELLA,17033,170335,CALDES DE MALAVELLA,23,7,30
2018/2019,17008663,ESCOLA EL BRUEL,17047,170470,CASTELLÓ D'EMPÚRIES,13,3,16
2018/2019,17008675,ESCOLA PERICOT,17079,170792,GIRONA,22,7,29
2018/2019,17008687,ESCOLA LES DEVESES,17155,171557,SALT,31,4,35
2018/2019,17008729,INSTITUT EMPURIABRAVA,17047,170470,CASTELLÓ D'EMPÚRIES,11,3,14
2018/2019,17008778,ESCOLA EL MORROT,17114,171143,OLOT,17,2,19
2018/2019,17008781,ESCOLA LA BENAULA,17033,170335,CALDES DE MALAVELLA,18,0,18
2018/2019,17008808,ESCOLA CARME GUASCH I DARNÉ,17066,170669,FIGUERES,25,4,29
2018/2019,17008821,EOI DE BANYOLES,17015,170157,BANYOLES,4,1,5
2018/2019,17008882,ESCOLA LA BÒBILA,17139,171390,LES PRESES,17,0,17
2018/2019,17008894,ESCOLA ALZINES BALLADORES,17159,171595,SANT FELIU DE BUIXALLEU,15,1,16
2018/2019,17008951,INSTITUT MAÇANET DE LA SELVA,17103,171030,MAÇANET DE LA SELVA,24,9,33
2018/2019,17008997,ESCOLA FORALLAC,17902,179026,FORALLAC,12,3,15
2018/2019,17009126,ESCOLA EL BOSC DE LA PABORDIA,17079,170792,GIRONA,26,3,29
2018/2019,17009138,ESCOLA PUIG DE LES CADIRETES,17089,170890,LLAGOSTERA,29,3,32
2018/2019,17009199,ESCOLA ELS ESTANYS,17193,171931,SILS,11,4,15
2018/2019,17009205,INSTITUT DE VILABLAREIX,17215,172155,VILABLAREIX,32,17,49
2018/2019,17009242,ESCOLA NOU DE QUART,17142,171426,QUART,14,2,16
2018/2019,17009278,ESCOLA FANALS D'ARO,17048,170486,CASTELL-PLATJA D'ARO,13,2,15
2018/2019,17009308,INSTITUT DE SILS,17193,171931,SILS,30,6,36
2018/2019,17009345,ESCOLA CAMINS,17015,170157,BANYOLES,16,2,18
2018/2019,17009473,ZER EMPORDANET-GAVARRES,17130,171306,LA PERA,4,0,4
2018/2019,17009631,ZER CAP DE CREUS,17140,171404,EL PORT DE LA SELVA,3,2,5
2018/2019,17009710,ESCOLA EMPORDANET,17022,170221,LA BISBAL D'EMPORDÀ,17,1,18
2018/2019,17009783,INSTITUT LA MIQUELA,17020,170209,BESCANÓ,23,7,30
2018/2019,17009795,INSTITUT ESCOLA FRANCESC CAMBÓ I BATLLE,17211,172116,VERGES,35,12,47
2018/2019,17009801,INSTITUT ESCOLA SALVADOR VILARRASA,17019,170195,BESALÚ,31,9,40
2018/2019,17009813,INSTITUT ESCOLA MESTRE ANDREU,17167,171674,SANT JOAN DE LES ABADESSES,28,9,37
2018/2019,17009850,ESCOLA LES ARRELS,17155,171557,SALT,29,7,36
2018/2019,17009898,INSTITUT ESCOLA LLORET DE MAR,17095,170950,LLORET DE MAR,52,9,61
2018/2019,17010037,INSTITUT EL BRUC,17146,171463,RIELLS I VIABREA,16,4,20
2018/2019,17010049,ESCOLA BALANDRAU,17079,170792,GIRONA,16,2,18
2018/2019,17010189,INSTITUT VALL DE LLÉMENA,17163,171637,SANT GREGORI,12,9,21
2018/2019,17010414,INSTITUT ERMESSENDA DE GIRONA,17079,170792,GIRONA,33,8,41
2018/2019,17010441,CFA NOU GIRONA,17079,170792,GIRONA,6,4,10
2018/2019,17010451,CFA TRAMUNTANA,17066,170669,FIGUERES,12,6,18
2018/2019,25000031,ESCOLA ANDREU FARRAN - ZER MONTSEC,25002,250024,ÀGER,4,1,5
2018/2019,25000067,ESCOLA MACIÀ-COMPANYS,25003,250030,AGRAMUNT,26,2,28
2018/2019,25000110,ESCOLA ARRELS - ZER L'HORTA DE LLEIDA,25004,250045,ELS ALAMÚS,5,1,6
2018/2019,25000122,ESCOLA SANT ESTEVE - ZER URGELLET,25005,250058,ALÀS I CERC,2,0,2
2018/2019,25000146,ESCOLA MARE DE DÉU DE MONTSERRAT - ZER VALL DE L'ARANYÓ,25006,250061,L'ALBAGÉS,2,1,3
2018/2019,25000158,ESCOLA SANT SALVADOR,25007,250077,ALBATÀRREC,13,3,16
2018/2019,25000161,ESCOLA L'ÀLBER,25008,250083,ALBESA,13,2,15
2018/2019,25000171,ESCOLA ELS AUBIS - ZER RIU SET,25009,250096,L'ALBI,7,1,8
2018/2019,25000183,ESCOLA LA DULA - ZER L'ERAL,25010,250100,ALCANÓ,3,0,3
2018/2019,25000195,ESCOLA COMTES DE TORREGROSSA,25011,250117,ALCARRÀS,35,5,40
2018/2019,25000225,ESCOLA MARE DE DÉU DEL CARME,25012,250122,ALCOLETGE,20,6,26
2018/2019,25000274,ESCOLA D'ALFÉS - ZER L'ERAL,25014,250143,ALFÉS,2,1,3
2018/2019,25000286,ESCOLA SANT BLAI - ZER SERRA LLARGA,25015,250156,ALGERRI,2,1,3
2018/2019,25000316,ESCOLA D'ALINS - ZER ALT PALLARS SOBIRÀ,25017,250175,ALINS,3,0,3
2018/2019,25000341,ESCOLA ANTÒNIA SIMÓ ARNÓ,25019,250194,ALMACELLES,33,4,37
2018/2019,25000468,ESCOLA DOCTOR SERÉS,25023,250236,ALPICAT,28,4,32
2018/2019,25000481,ESCOLA SANT ISIDRE - ZER PONENT,25912,259123,GIMENELLS I EL PLA DE LA FONT,5,1,6
2018/2019,25000511,ESCOLA INOCENCIO PARDOS - ZER PONENT,25912,259123,GIMENELLS I EL PLA DE LA FONT,3,0,3
2018/2019,25000535,ESCOLA LOSERON - ZER VAL D'ARAN,25025,250254,NAUT ARAN,6,0,6
2018/2019,25000559,ESCOLA SANT MARTÍ - ZER VAL D'ARAN,25025,250254,NAUT ARAN,3,0,3
2018/2019,25000560,ESCOLA RUDA - ZER VAL D'ARAN,25025,250254,NAUT ARAN,7,0,7
2018/2019,25000584,ESCOLA SANTA CREU,25027,250273,ANGLESOLA,18,0,18
2018/2019,25000602,ESCOLA ALBIRKA,25029,250292,ARBECA,13,2,15
2018/2019,25000626,ESCOLA ELS TIL.LERS,25033,250334,ARTESA DE LLEIDA,13,3,16
2018/2019,25000638,ESCOLA ELS PLANELLS,25034,250349,ARTESA DE SEGRE,27,3,30
2018/2019,25000675,ESCOLA MARE DE DÉU DE LA GUARDIOLA - ZER EL ROMANÍ,25035,250352,LA SENTIU DE SIÓ,3,0,3
2018/2019,25000699,ESCOLA DE LES AVELLANES - ZER MONTSEC,25037,250371,LES AVELLANES I SANTA LINYA,2,1,3
2018/2019,25000717,ESCOLA DE TARTAREU - ZER MONTSEC,25037,250371,LES AVELLANES I SANTA LINYA,2,0,2
2018/2019,25000730,ESCOLA FRANCESC FELIU,25038,250387,AITONA,23,4,27
2018/2019,25000778,ESCOLA GASPAR DE PORTOLÀ,25040,250404,BALAGUER,25,6,31
2018/2019,25000781,ESCOLA ÀNGEL GUIMERÀ,25040,250404,BALAGUER,17,3,20
2018/2019,25000833,INSTITUT CIUTAT DE BALAGUER,25040,250404,BALAGUER,31,20,51
2018/2019,25000857,ESCOLA LA NOGUERA,25040,250404,BALAGUER,12,5,17
2018/2019,25000869,ESCOLA SANT ROC - ZER RIU ONDARA,25041,250411,BARBENS,6,1,7
2018/2019,25000951,ESCOLA PERE TEIXINÉ - ZER RIU CORB,25046,250463,BELIANES,4,1,5
2018/2019,25000961,ESCOLA BONAVISTA,25047,250479,BELLCAIRE D'URGELL,13,1,14
2018/2019,25000985,ESCOLA RAMON FARRERONS,25048,250485,BELL-LLOC D'URGELL,17,1,18
2018/2019,25001001,ESCOLA SANT BARTOMEU - ZER ESPERNALLAC,25049,250498,BELLMUNT D'URGELL,3,0,3
2018/2019,25001011,ESCOLA VALERI SERRA,25050,250501,BELLPUIG,22,1,23
2018/2019,25001059,ESCOLA MARE DE DÉU DE TALLÓ,25051,250518,BELLVER DE CERDANYA,14,2,16
2018/2019,25001084,ESCOLA JOAQUIM PALACÍN,25052,250523,BELLVÍS,15,2,17
2018/2019,25001096,ESCOLA SANT JOAN,25053,250539,BENAVENT DE SEGRIÀ,15,1,16
2018/2019,25001126,ESCOLA VALLMAJOR - ZER ELAIA,25056,250560,BOVERA,3,0,3
2018/2019,25001138,ESCOLA CASTETH LEON - ZER VAL D'ARAN,25057,250576,ES BÒRDES,4,0,4
2018/2019,25001141,ESCOLA JOAN XXIII,25058,250582,LES BORGES BLANQUES,26,4,30
2018/2019,25001199,ESCOLA SANT RÒC,25059,250595,BOSSÒST,11,1,12
2018/2019,25001229,ESCOLA DOS RIUS - ZER EL JONC,25062,250621,CAMARASA,5,1,6
2018/2019,25001242,ESCOLA CASTELL-CIUTAT - ZER URGELLET,25203,252038,LA SEU D'URGELL,4,0,4
2018/2019,25001254,ESCOLA TIMORELL - ZER VALL DE L'ARANYÓ,25067,250674,CASTELLDANS,6,2,8
2018/2019,25001266,ESCOLA L'ESTEL - ZER VENT SERÈ,25068,250680,CASTELLNOU DE SEANA,4,2,6
2018/2019,25001278,ESCOLA SANTA MARIA - ZER SERRA LLARGA,25069,250693,CASTELLÓ DE FARFANYA,3,1,4
2018/2019,25001281,ESCOLA EL TERRALL - ZER ESPERNALLAC,25070,250707,CASTELLSERÀ,10,0,10
2018/2019,25001291,ESCOLA JAUME BALMES,25072,250729,CERVERA,26,2,28
2018/2019,25001311,INSTITUT ANTONI TORROJA,25072,250729,CERVERA,25,13,38
2018/2019,25001321,ESCOLA MOSSÈN JOSEP ARQUES,25072,250729,CERVERA,27,5,32
2018/2019,25001333,ESCOLA EL CÉRVOL - ZER RIU SET,25073,250735,CERVIÀ DE LES GARRIGUES,5,0,5
2018/2019,25001357,ESCOLA DE CIUTADILLA - ZER GUICIVERVI,25074,250740,CIUTADILLA,2,0,2
2018/2019,25001400,ESCOLA SANT CLIMENT - ZER NARIEDA,25077,250772,COLL DE NARGÓ,4,1,5
2018/2019,25001424,ESCOLA SOL IXENT,25078,250788,CORBINS,15,0,15
2018/2019,25001436,ESCOLA SOL NAIXENT - ZER EL ROMANÍ,25079,250791,CUBELLS,2,1,3
2018/2019,25001473,ESCOLA PORCEL DE CERVERA - ZER PEDRERA,25081,250812,L'ESPLUGA CALBA,2,0,2
2018/2019,25001539,ESCOLA LA CLOSA,25086,250864,ESTERRI D'ÀNEU,13,2,15
2018/2019,25001606,ESCOLA MINYONS D'URGELL,25093,250931,FONDARELLA,12,0,12
2018/2019,25001618,ESCOLA GUILLEM ISARN,25096,250962,LA FULIOLA,12,3,15
2018/2019,25001692,ESCOLA FRANCESC ARENES,25099,250997,GOLMÉS,14,1,15
2018/2019,25001709,ESCOLA SANTA MARGARIDA - ZER ALT BERGUEDÀ,25100,251001,GÓSOL,1,1,2
2018/2019,25001710,ESCOLA DE LA GRANADELLA - ZER ELAIA,25101,251018,LA GRANADELLA,4,1,5
2018/2019,25001722,ESCOLA SANT JAUME - ZER L'OLIVER,25102,251023,LA GRANJA D'ESCARP,6,2,8
2018/2019,25001758,ESCOLA DE GUIMERÀ - ZER GUICIVERVI,25109,251095,GUIMERÀ,1,1,2
2018/2019,25001761,ESCOLA RAMON FAUS I ESTEVE,25110,251109,GUISSONA,32,2,34
2018/2019,25001795,ESCOLA SANT SEBASTIÀ - ZER SERRA LLARGA,25112,251121,IVARS DE NOGUERA,3,1,4
2018/2019,25001801,ESCOLA MARE DE DÉU DE L'HORTA,25113,251137,IVARS D'URGELL,15,1,16
2018/2019,25001886,ESCOLA AESO - ZER PALLARS JUSSÀ,25115,251155,ISONA I CONCA DELLÀ,7,0,7
2018/2019,25001916,ESCOLA L'ESPÍGOL - ZER GARRIGUES ALTES,25118,251180,JUNCOSA,2,1,3
2018/2019,25001928,ESCOLA MANUEL ORTIZ I CASTELLÓ,25119,251193,JUNEDA,23,3,26
2018/2019,25001953,ESCOLA ENRIC FARRENY,25120,251207,LLEIDA,12,4,16
2018/2019,25001990,ESCOLA ANTONI BERGÓS - ZER L'HORTA DE LLEIDA,25120,251207,LLEIDA,3,1,4
2018/2019,25002003,ESCOLA SANTA MARIA DE GARDENY,25120,251207,LLEIDA,25,5,30
2018/2019,25002052,ESCOLA BALÀFIA,25120,251207,LLEIDA,17,3,20
2018/2019,25002064,ESCOLA CAMPS ELISIS,25120,251207,LLEIDA,13,6,19
2018/2019,25002076,ESCOLA CERVANTES,25120,251207,LLEIDA,15,3,18
2018/2019,25002088,ESCOLA RIU SEGRE,25120,251207,LLEIDA,24,8,32
2018/2019,25002091,ESCOLA MAGÍ MORERA I GALÍCIA,25120,251207,LLEIDA,18,4,22
2018/2019,25002106,ESCOLA PARDINYES,25120,251207,LLEIDA,17,3,20
2018/2019,25002121,ESCOLA PRÍNCEP DE VIANA,25120,251207,LLEIDA,17,4,21
2018/2019,25002131,ESCOLA CREU DEL BATLLE - ZER L'HORTA DE LLEIDA,25120,251207,LLEIDA,2,1,3
2018/2019,25002659,ESCOLA SANT JOSEP DE CALASSANÇ,25120,251207,LLEIDA,16,4,20
2018/2019,25002672,ESCOLA DE PRÀCTIQUES I,25120,251207,LLEIDA,13,4,17
2018/2019,25002684,INSTITUT SAMUEL GILI I GAYA,25120,251207,LLEIDA,38,17,55
2018/2019,25002696,INSTITUT MARIUS TORRES,25120,251207,LLEIDA,51,28,79
2018/2019,25002726,INSTITUT GUINDÀVOLS,25120,251207,LLEIDA,38,32,70
2018/2019,25002787,INSTITUT JOAN ORÓ,25120,251207,LLEIDA,40,24,64
2018/2019,25002799,INSTITUT CAPARRELLA,25120,251207,LLEIDA,51,67,118
2018/2019,25002854,ESCOLA EL SEGRIÀ - ZER L'HORTA DE LLEIDA,25120,251207,LLEIDA,7,1,8
2018/2019,25002921,ESCOLA EL VILOT - ZER PONENT,25120,251207,LLEIDA,7,1,8
2018/2019,25002957,ESCOLA ESTUDI ALEJANDRO CASONA,25121,251214,LES,11,0,11
2018/2019,25002970,ESCOLA EL SITJAR,25122,251229,LINYOLA,17,1,18
2018/2019,25002982,ESCOLA DE LLADURS - ZER EL SOLSONÈS,25124,251240,LLADURS,3,1,4
2018/2019,25003019,ESCOLA ARC D'ADÀ - ZER L'OLIVER,25125,251253,LLARDECANS,3,1,4
2018/2019,25003032,ESCOLA DE LLAVORSÍ - ZER ALT PALLARS SOBIRÀ,25126,251266,LLAVORSÍ,4,0,4
2018/2019,25003056,ESCOLA PORTELLA BLANCA - ZER BARIDÀ-BATLLIA,25127,251272,LLES DE CERDANYA,3,0,3
2018/2019,25003093,ESCOLA DE LLOBERA - ZER EL SOLSONÈS,25129,251291,LLOBERA,4,0,4
2018/2019,25003111,ESCOLA DE MASSALCOREIG - ZER L'OLIVER,25131,251312,MASSALCOREIG,4,0,4
2018/2019,25003123,ESCOLA OTOGESA - ZER L'OLIVER,25133,251333,MAIALS,6,2,8
2018/2019,25003135,ESCOLA JOAN ROS I PORTA - ZER EL JONC,25134,251348,MENÀRGUENS,4,1,5
2018/2019,25003147,ESCOLA SANT MIQUEL,25135,251351,MIRALCAMP,13,4,17
2018/2019,25003202,INSTITUT MOLLERUSSA,25137,251370,MOLLERUSSA,30,39,69
2018/2019,25003238,ESCOLA DE BUTSÈNIT - ZER EL SIÓ,25138,251386,MONTGAI,1,1,2
2018/2019,25003241,ESCOLA COLOMINA - ZER EL ROMANÍ,25138,251386,MONTGAI,3,0,3
2018/2019,25003263,ESCOLA PERE SARRET - ZER BARIDÀ-BATLLIA,25139,251399,MONTELLÀ I MARTINET,3,0,3
2018/2019,25003275,ESCOLA RIDOLAINA - ZER BARIDÀ-BATLLIA,25139,251399,MONTELLÀ I MARTINET,6,0,6
2018/2019,25003299,ESCOLA ROSA CAMPÀ,25140,251403,MONTFERRER I CASTELLBÒ,10,2,12
2018/2019,25003305,ESCOLA SANT ISIDRE - ZER LA COMA,25142,251425,MONTOLIU DE LLEIDA,1,2,3
2018/2019,25003330,ESCOLA AIGUADORA - ZER EL SOLSONÈS,25146,251462,NAVÈS,4,1,5
2018/2019,25003469,ESCOLA MIRET I SANS - ZER NARIEDA,25155,251556,ORGANYÀ,7,0,7
2018/2019,25003470,ESCOLA L'ESPÍGOL - ZER MONTSEC,25156,251569,OS DE BALAGUER,6,1,7
2018/2019,25003482,ESCOLA LEANDRE CRISTÒFOL - ZER MONTSEC,25156,251569,OS DE BALAGUER,4,1,5
2018/2019,25003494,ESCOLA ARNAU BERENGUER,25158,251581,EL PALAU D'ANGLESOLA,16,2,18
2018/2019,25003500,ESCOLA DE LES PALLARGUES - ZER LA SEGARRA,25911,259118,ELS PLANS DE SIÓ,4,0,4
2018/2019,25003536,ESCOLA DE LA COMA - ZER EL SOLSONÈS,25163,251636,LA COMA I LA PEDRA,3,0,3
